date,tenor,term,value
2018-08-20,30Y,30,0.013031326192520986
2018-08-21,1Y,1,0.00034999015846667376
2018-08-21,2Y,2,0.0008050912694725492
2018-08-21,3Y,3,0.0015107958335281067
2018-08-21,4Y,4,0.0021422346525865246
2018-08-21,5Y,5,0.002795398716960966
2018-08-21,7Y,7,0.004571421150172671
2018-08-21,10Y,10,0.007533868483671451
2018-08-21,15Y,15,0.011681245755217801
2018-08-21,20Y,20,0.01311299399269705
2018-08-21,25Y,25,0.012963259588862859
2018-08-21,30Y,30,0.012825952066132329
2018-08-22,1Y,1,0.00035998785238416134
2018-08-22,2Y,2,0.0008100890085350936
2018-08-22,3Y,3,0.001440687545034262
2018-08-22,4Y,4,0.0021021916555240524
2018-08-22,5Y,5,0.0028254459430852646
2018-08-22,7Y,7,0.004601674254450195
