"日付","終値","始値","高値","安値","変化率 %"
"2026-02-18","1.965","1.954","1.982","1.912","-0.31%"
"2026-02-17","1.971","2.012","2.029","1.963","-3.19%"
"2026-02-16","2.036","2.018","2.061","2.022","0.30%"
"2026-02-13","2.030","2.017","2.079","2.025","-0.10%"
"2026-02-12","2.032","2.040","2.091","2.023","-1.84%"
"2026-02-11","2.070","2.025","2.072","2.035","0.24%"
"2026-02-10","2.065","2.078","2.106","2.043","-1.57%"
"2026-02-09","2.098","2.064","2.138","2.064","1.55%"
"2026-02-06","2.066","2.032","2.098","1.989","1.42%"
"2026-02-05","2.037","2.037","2.088","2.036","-1.36%"
"2026-02-04","2.065","2.056","2.104","2.054","-0.15%"
"2026-02-03","2.068","2.045","2.107","2.047","0.05%"
"2026-02-02","2.067","2.049","2.096","2.035","0.68%"
"2026-01-30","2.053","2.059","2.089","2.041","-0.73%"
"2026-01-29","2.068","2.064","2.108","2.060","-0.48%"
"2026-01-28","2.078","2.084","2.129","2.056","-1.05%"
"2026-01-27","2.100","2.053","2.132","2.064","1.69%"
"2026-01-26","2.065","2.078","2.109","2.034","-0.82%"
"2026-01-23","2.082","2.039","2.112","2.048","1.36%"
"2026-01-22","2.054","2.097","2.114","2.051","-2.61%"
"2026-01-21","2.109","2.138","2.169","2.091","-2.23%"
"2026-01-20","2.157","2.073","2.210","2.084","3.21%"
"2026-01-19","2.090","2.022","2.121","2.024","3.16%"
"2026-01-16","2.026","2.002","2.050","2.007","0.65%"
"2026-01-15","2.013","1.997","2.047","1.987","0.85%"
"2026-01-14","1.996","2.013","2.053","1.994","-1.38%"
"2026-01-13","2.024","1.974","2.059","1.971","1.61%"
"2026-01-12","1.992","2.001","2.031","1.992","0.45%"
"2026-01-09","1.983","1.914","2.030","1.934","1.85%"
"2026-01-08","1.947","1.945","1.971","1.930","-0.76%"
"2026-01-07","1.962","1.960","2.009","1.961","-1.11%"
"2026-01-06","1.984","1.955","2.013","1.959","0.61%"
"2026-01-05","1.972","1.925","2.011","1.929","0.92%"
"2026-01-02","1.954","1.954","1.954","1.954","0.00%"
"2026-01-01","1.954","1.954","1.954","1.954","0.00%"
"2025-12-31","1.954","1.954","1.954","1.954","0.00%"
"2025-12-30","1.954","1.891","1.959","1.902","2.41%"
"2025-12-29","1.908","1.882","1.935","1.898","0.16%"
"2025-12-26","1.905","1.891","1.916","1.898","-0.21%"
"2025-12-25","1.909","1.866","1.914","1.871","1.27%"
"2025-12-24","1.885","1.860","1.933","1.873","-0.37%"
"2025-12-23","1.892","1.903","1.950","1.876","-1.82%"
"2025-12-22","1.927","1.882","1.970","1.883","1.74%"
"2025-12-19","1.894","1.830","1.916","1.837","2.71%"
"2025-12-18","1.844","1.837","1.871","1.832","-0.27%"
"2025-12-17","1.849","1.815","1.884","1.825","0.54%"
"2025-12-16","1.839","1.815","1.859","1.820","-1.87%"
"2025-12-15","1.874","1.813","1.874","1.805","2.85%"
"2025-12-12","1.822","1.780","1.847","1.792","1.00%"
"2025-12-11","1.804","1.786","1.828","1.783","-0.17%"
"2025-12-10","1.807","1.806","1.839","1.801","-0.28%"
"2025-12-09","1.812","1.819","1.845","1.801","-1.25%"
"2025-12-08","1.835","1.808","1.872","1.814","0.99%"
"2025-12-05","1.817","1.780","1.844","1.791","0.61%"
"2025-12-04","1.806","1.744","1.836","1.757","2.61%"
"2025-12-03","1.760","1.724","1.795","1.737","0.74%"
"2025-12-02","1.747","1.720","1.777","1.723","0.58%"
"2025-12-01","1.737","1.678","1.767","1.678","3.21%"
"2025-11-28","1.683","1.642","1.706","1.657","1.14%"
"2025-11-27","1.664","1.645","1.687","1.653","-0.06%"
"2025-11-26","1.665","1.639","1.697","1.655","-0.18%"
"2025-11-25","1.668","1.623","1.680","1.633","1.96%"
"2025-11-24","1.636","1.611","1.641","1.636","-0.18%"
"2025-11-21","1.639","1.645","1.668","1.627","-1.50%"
"2025-11-20","1.664","1.629","1.707","1.630","0.91%"
"2025-11-19","1.649","1.589","1.659","1.608","1.79%"
"2025-11-18","1.620","1.588","1.641","1.601","1.12%"
"2025-11-17","1.602","1.568","1.634","1.585","1.14%"
"2025-11-14","1.584","1.571","1.615","1.564","0.25%"
"2025-11-13","1.580","1.560","1.606","1.563","0.45%"
"2025-11-12","1.573","1.561","1.599","1.563","0.06%"
"2025-11-11","1.572","1.564","1.605","1.568","-0.82%"
"2025-11-10","1.585","1.550","1.619","1.564","1.54%"
"2025-11-07","1.561","1.548","1.591","1.549","0.71%"
"2025-11-06","1.550","1.544","1.592","1.546","-0.64%"
"2025-11-05","1.560","1.539","1.577","1.535","0.26%"
"2025-11-04","1.556","1.542","1.582","1.550","-0.06%"
"2025-11-03","1.557","1.532","1.568","1.552","0.71%"
"2025-10-31","1.546","1.516","1.568","1.527","0.78%"
"2025-10-30","1.534","1.545","1.566","1.523","-1.67%"
"2025-10-29","1.560","1.510","1.568","1.522","2.43%"
"2025-10-28","1.523","1.530","1.559","1.514","-1.55%"
"2025-10-27","1.547","1.528","1.578","1.539","0.39%"
"2025-10-24","1.541","1.522","1.567","1.531","-0.39%"
"2025-10-23","1.547","1.502","1.567","1.514","1.91%"
"2025-10-22","1.518","1.525","1.552","1.513","-1.36%"
"2025-10-21","1.539","1.524","1.567","1.520","-0.32%"
"2025-10-20","1.544","1.502","1.567","1.506","1.98%"
"2025-10-17","1.514","1.498","1.530","1.480","0.46%"
"2025-10-16","1.507","1.484","1.545","1.500","-0.07%"
"2025-10-15","1.508","1.482","1.532","1.494","0.47%"
"2025-10-14","1.501","1.521","1.542","1.493","0.60%"
"2025-10-13","1.492","1.510","1.544","1.486","-1.58%"
"2025-10-10","1.516","1.556","1.577","1.513","-3.62%"
"2025-10-09","1.573","1.553","1.594","1.551","0.13%"
"2025-10-08","1.571","1.552","1.597","1.562","0.06%"
"2025-10-07","1.570","1.571","1.606","1.558","-1.13%"
"2025-10-06","1.588","1.558","1.605","1.533","1.28%"
"2025-10-03","1.568","1.560","1.587","1.554","-0.06%"
"2025-10-02","1.569","1.543","1.598","1.544","0.32%"
"2025-10-01","1.564","1.538","1.591","1.542","0.64%"
"2025-09-30","1.554","1.522","1.574","1.521","1.50%"
"2025-09-29","1.531","1.520","1.562","1.516","0.33%"
"2025-09-26","1.526","1.518","1.561","1.519","-0.59%"
"2025-09-25","1.535","1.509","1.563","1.517","0.20%"
"2025-09-24","1.532","1.505","1.545","1.509","0.33%"
"2025-09-23","1.527","1.515","1.531","1.524","0.53%"
"2025-09-22","1.519","1.495","1.549","1.501","1.00%"
"2025-09-19","1.504","1.455","1.533","1.470","1.08%"
"2025-09-18","1.488","1.457","1.512","1.462","0.95%"
"2025-09-17","1.474","1.462","1.494","1.458","-0.07%"
"2025-09-16","1.475","1.460","1.514","1.454","-0.20%"
"2025-09-15","1.478","1.453","1.490","1.472","0.48%"
"2025-09-12","1.471","1.430","1.491","1.445","1.87%"
"2025-09-11","1.444","1.418","1.471","1.428","1.12%"
"2025-09-10","1.428","1.443","1.464","1.426","-1.99%"
"2025-09-09","1.457","1.416","1.479","1.415","1.67%"
"2025-09-08","1.433","1.414","1.464","1.422","-0.97%"
"2025-09-05","1.447","1.443","1.470","1.434","-0.62%"
"2025-09-04","1.456","1.486","1.504","1.452","-3.32%"
"2025-09-03","1.506","1.485","1.529","1.489","0.94%"
"2025-09-02","1.492","1.476","1.522","1.470","-0.27%"
"2025-09-01","1.496","1.454","1.521","1.462","0.67%"
"2025-08-29","1.486","1.466","1.496","1.483","-0.80%"
"2025-08-28","1.498","1.474","1.506","1.496","-0.47%"
"2025-08-27","1.505","1.481","1.514","1.505","-0.53%"
"2025-08-26","1.513","1.460","1.520","1.490","1.68%"
"2025-08-25","1.488","1.458","1.488","1.488","0.00%"
"2025-08-22","1.488","1.454","1.489","1.478","0.61%"
"2025-08-21","1.479","1.434","1.480","1.464","1.09%"
"2025-08-20","1.463","1.433","1.479","1.463","0.14%"
"2025-08-19","1.461","1.419","1.469","1.449","0.90%"
"2025-08-18","1.448","1.413","1.448","1.435","0.35%"
"2025-08-15","1.443","1.400","1.443","1.430","0.98%"
"2025-08-14","1.429","1.343","1.429","1.373","4.23%"
"2025-08-13","1.371","1.353","1.386","1.371","-0.72%"
"2025-08-12","1.381","1.339","1.384","1.364","0.95%"
