language,region,quoteType,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,currency,exchange,fiftyTwoWeekHigh,fiftyTwoWeekLow,dividendYield,financialCurrency,shortName,regularMarketChangePercent,bid,marketCap,ask,esgPopulated,tradeable,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,priceHint,regularMarketChange,regularMarketTime,regularMarketPrice,regularMarketDayHigh,regularMarketDayRange,regularMarketDayLow,regularMarketVolume,regularMarketPreviousClose,bidSize,askSize,market,messageBoardId,fullExchangeName,longName,regularMarketOpen,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,trailingAnnualDividendRate,trailingPE,dividendRate,trailingAnnualDividendYield,marketState,epsTrailingTwelveMonths,epsForward,sharesOutstanding,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,forwardPE,priceToBook,sourceInterval,exchangeDataDelayedBy,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,symbol,earningsTimestamp,averageAnalystRating,prevName,nameChangeDate
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,2468.0,1683.0,3.15,JPY,PREMIUM GROUP CO LTD,-3.432752,1716.0,66997047296,1719.0,false,false,false,false,1513814400000,2,-61.0,1773901800,1716.0,1802.0,1716.0 - 1802.0,1716.0,465000,1777.0,,,jp_market,finmb_543899660,Tokyo,"Premium Group Co., Ltd.",1775.0,278562,322800,33.0,0.019607844,1683.0 - 2468.0,-752.0,-0.30470017,-18.168814,1778221800,1778221800,,,true,47.0,14.662907,54.0,0.026449071,CLOSED,117.03,178.3,39042568,602.277,1844.42,-128.42004,-0.06962625,2014.7,-298.69995,-0.14826027,9.6242285,2.8491874,15,20,Asia/Tokyo,JST,32400000,7199.T,,,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,950.0,682.0,4.68,JPY,SBI ARUHI CORPORATION,-1.4976959,855.0,37974147072,856.0,false,false,false,false,1513209600000,2,-13.0,1773901800,855.0,863.0,853.0 - 863.0,853.0,128100,868.0,0,0,jp_market,finmb_30535366,Tokyo,SBI ARUHI Corporation,861.0,161818,179710,173.0,0.2536657,682.0 - 950.0,-95.0,-0.1,-0.8120656,1753856100,1754288100,,,true,40.0,20.96616,40.0,0.04608295,CLOSED,40.78,56.61,44414210,945.207,903.28,-48.28003,-0.05344968,850.49,4.51001,0.005302837,15.103338,0.9045638,15,20,Asia/Tokyo,JST,32400000,7198.T,,,ARUHI Corporation,2026-03-20
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,878.0,706.0,2.8,JPY,CASA INC,-0.4178273,715.0,6851307520,719.0,false,false,false,false,1509408000000,2,-3.0,1773901800,715.0,722.0,715.0 - 722.0,715.0,6100,718.0,0,0,jp_market,finmb_145009436,Tokyo,Casa Inc.,715.0,25839,22530,9.0,0.012747875,706.0 - 878.0,-163.0,-0.1856492,-14.268583,1749621600,1749621600,,,false,0.0,6.333038,20.0,0.0,CLOSED,112.9,,9082148,726.903,724.14,-9.140015,-0.012621889,767.645,-52.64502,-0.068579905,,0.98362505,15,20,Asia/Tokyo,JST,32400000,7196.T,,,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,738.0,374.0,4.59,JPY,MORTGAGE SERVICE JAPAN LTD,-3.8235295,654.0,9615094784,655.0,false,false,false,false,1482192000000,2,-26.0,1773901800,654.0,675.0,652.0 - 675.0,652.0,185100,680.0,0,0,jp_market,finmb_213769782,Tokyo,Mortgage Service Japan Limited,675.0,104646,89960,280.0,0.7486631,374.0 - 738.0,-84.0,-0.11382114,39.445625,1754287200,1754632800,,,true,20.0,9.116254,30.0,0.029411765,CLOSED,71.74,,14701980,631.956,612.0,42.0,0.068627454,490.64,163.35999,0.33295283,,1.0348822,15,20,Asia/Tokyo,JST,32400000,7192.T,,,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,1222.0,660.0,3.51,JPY,ENTRUST INC,-3.0514386,1111.0,24878802944,1115.0,false,false,false,false,1481155200000,2,-35.0,1773901800,1112.0,1137.0,1112.0 - 1137.0,1112.0,35000,1147.0,0,0,jp_market,finmb_115211797,Tokyo,Entrust Inc.,1130.0,36103,28890,452.0,0.6848485,660.0 - 1222.0,-110.0,-0.090016365,36.60934,1753336800,1753682400,,,true,30.0,15.748477,39.0,0.026155187,CLOSED,70.61,71.5,22373023,340.554,1165.76,-53.76001,-0.046115845,1061.23,50.77002,0.047840733,15.552447,3.2652678,15,20,Asia/Tokyo,JST,32400000,7191.T,,,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,4486.0,1557.0,2.84,JPY,NISHI-NIPPON FINANCIAL HLDGS IN,-2.446406,3865.0,538749272064,3875.0,false,false,false,false,978307200000,2,-97.0,1773901800,3868.0,3937.0,3855.0 - 3937.0,3855.0,543900,3965.0,0,0,jp_market,finmb_875563,Tokyo,"Nishi-Nippon Financial Holdings, Inc.",3895.0,553550,508740,2311.0,1.4842646,1557.0 - 4486.0,-618.0,-0.13776192,77.34984,1777876200,1777876200,,,true,90.0,15.059959,110.0,0.022698613,CLOSED,256.84,239.5,139283688,4274.94,3922.48,-54.47998,-0.013889167,2889.2275,978.77246,0.33876613,16.150312,0.90480804,15,20,Asia/Tokyo,JST,32400000,7189.T,1770618600,,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,1790.0,1080.0,3.93,JPY,J-LEASE CO LTD,-3.1226199,1272.0,22809219072,1279.0,false,false,false,false,1466553600000,2,-41.0,1773901800,1272.0,1302.0,1272.0 - 1302.0,1272.0,122900,1313.0,0,0,jp_market,finmb_224213757,Tokyo,"J-Lease Co.,Ltd.",1295.0,91396,96710,192.0,0.17777778,1080.0 - 1790.0,-518.0,-0.28938547,-9.85117,1754373600,1754892000,1730890740,1730890740,true,47.5,9.718084,50.0,0.036176696,CLOSED,130.89,129.4,17931776,380.777,1408.06,-136.06006,-0.09662944,1467.3,-195.30005,-0.13310164,9.829985,3.3405378,15,20,Asia/Tokyo,JST,32400000,7187.T,,,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,1711.5,700.1,2.74,JPY,YOKOHAMA FINANCIAL GROUP INC,-3.9195285,1384.5,1545399042048,1386.5,false,false,false,false,1459468800000,2,-56.5,1773901800,1385.0,1407.5,1380.0 - 1407.5,1380.0,5653800,1441.5,0,0,jp_market,finmb_327784566,Tokyo,"Yokohama Financial Group, Inc.",1400.5,3781451,4726980,684.9,0.9782889,700.1 - 1711.5,-326.5,-0.19076833,33.75181,1778481000,1778481000,1747047540,1747047540,true,33.0,16.921198,38.0,0.02289282,CLOSED,81.85,74.08,1115811565,1231.88,1496.65,-111.650024,-0.07459995,1199.437,185.56299,0.1547084,18.696003,1.1242979,15,20,Asia/Tokyo,JST,32400000,7186.T,1770273000,2.0 - Buy,"Concordia Financial Group, Ltd.",2026-03-20
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,4440.0,3380.0,1.04,JPY,HIROSE TUSYO INC,0.13386881,3730.0,22951374848,3745.0,false,false,false,false,1458259200000,2,5.0,1773901800,3740.0,3745.0,3730.0 - 3745.0,3730.0,2400,3735.0,0,0,jp_market,finmb_82313989,Tokyo,Hirose Tusyo Inc.,3735.0,6186,4040,360.0,0.10650887,3380.0 - 4440.0,-700.0,-0.15765765,-10.846245,1747294200,1747294200,,,false,39.0,13.92768,39.0,0.010441767,CLOSED,268.53,,6136731,3394.641,3705.3,34.69995,0.0093649505,3889.9,-149.8999,-0.03853567,,1.1017365,15,20,Asia/Tokyo,JST,32400000,7185.T,,,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,2899.0,864.0,3.99,JPY,THE FIRST BANK OF TOYAMA LTD,-3.2033966,2503.0,157630005248,2511.0,false,false,false,false,1458000000000,2,-83.0,1773901800,2508.0,2590.0,2501.0 - 2590.0,2501.0,241400,2591.0,0,0,jp_market,finmb_5552907,Tokyo,"The First Bank Of Toyama, Ltd.",2541.0,285263,281590,1644.0,1.9027778,864.0 - 2899.0,-391.0,-0.13487409,127.17393,1753943400,1754289000,,,true,47.0,15.6251955,100.0,0.018139714,CLOSED,160.51,,62850882,3074.949,2397.44,110.56006,0.046115883,1605.705,902.29504,0.5619308,,0.8156233,15,20,Asia/Tokyo,JST,32400000,7184.T,,,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,231.0,130.0,1.42,JPY,ANSHIN GUARANTOR SERVICE CO LTD,-0.93457943,211.0,3682719488,214.0,false,false,false,false,1447977600000,2,-2.0,1773901800,212.0,231.0,210.0 - 231.0,210.0,396200,214.0,0,0,jp_market,finmb_314239785,Tokyo,"Anshin Guarantor Service Co., Ltd.",216.0,102477,278870,82.0,0.63076925,130.0 - 231.0,-19.0,-0.08225108,41.33333,1746756000,1746756000,,,false,0.0,34.471542,3.0,0.0,CLOSED,6.15,10.8,17371318,139.54,171.82,40.179993,0.23384933,163.14,48.86,0.29949737,19.62963,1.5192777,15,20,Asia/Tokyo,JST,32400000,7183.T,,,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,3169.0,1161.5,2.69,JPY,JAPAN POST BANK CO LTD,-2.639955,2599.5,9268545716224,2602.0,false,false,false,false,1446595200000,2,-70.5,1773901800,2600.0,2632.5,2587.0 - 2632.5,2587.0,7934200,2670.5,0,0,jp_market,finmb_44457435,Tokyo,"JAPAN POST BANK Co., Ltd.",2620.5,9675105,7555900,1438.5,1.2384847,1161.5 - 3169.0,-569.0,-0.17955191,59.509205,1778740200,1778740200,,,true,58.0,21.645021,70.0,0.02171878,CLOSED,120.12,117.23,3564825143,2621.978,2731.46,-131.45996,-0.048128095,2016.58,583.42004,0.28931165,22.178623,0.99161774,15,20,Asia/Tokyo,JST,32400000,7182.T,1770964200,2.1 - Buy,"JAPAN POST BANK Co.,Ltd.",2026-03-20
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,5315.0,2503.0,2.63,JPY,JAPAN POST INSURANCE CO LTD,-2.2420595,4708.0,1710973911040,4748.0,false,false,false,false,1446595200000,2,-108.0,1773901800,4709.0,4775.0,4706.0 - 4775.0,4706.0,1153500,4817.0,0,0,jp_market,finmb_39643139,Tokyo,"Japan Post Insurance Co., Ltd.",4750.0,987450,974590,2206.0,0.8813424,2503.0 - 5315.0,-606.0,-0.114016935,49.968147,1778826600,1778826600,1748343540,1748343540,false,166.0,11.468024,124.0,0.034461282,CLOSED,410.62,229.02,363341254,11318.058,4894.08,-185.08008,-0.03781713,4203.405,505.5952,0.12028231,20.561523,0.4160608,15,20,Asia/Tokyo,JST,32400000,7181.T,1778826600,2.4 - Buy,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,1436.5,520.3,2.24,JPY,KYUSHU FINANCIAL GROUP INC,-3.0100334,1158.5,493001572352,1161.0,false,false,false,false,1443744000000,2,-36.0,1773901800,1160.0,1179.0,1150.5 - 1179.0,1150.5,1218700,1196.0,0,0,jp_market,finmb_289828946,Tokyo,"Kyushu Financial Group, Inc.",1153.0,1357148,1160980,639.7,1.229483,520.3 - 1436.5,-276.5,-0.19248173,48.69889,1778481000,1778481000,,,true,24.0,13.71807,26.0,0.020066889,CLOSED,84.56,75.1,425001329,1774.118,1208.23,-48.22998,-0.039917883,943.083,216.91699,0.23000838,15.446073,0.653846,15,20,Asia/Tokyo,JST,32400000,7180.T,1770877800,,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,1007.0,647.0,4.58,JPY,GMO FINANCIAL HOLDINGS INC,-2.027748,918.0,108314198016,922.0,false,false,false,false,1221696000000,2,-19.0,1773901800,918.0,934.0,918.0 - 934.0,918.0,210300,937.0,0,0,jp_market,finmb_215005509,Tokyo,"GMO Financial Holdings, Inc.",930.0,314637,251350,271.0,0.41885626,647.0 - 1007.0,-89.0,-0.08838133,14.893616,1754289060,1754634660,1746097140,1746097140,true,0.0,10.362344,42.08,0.0,CLOSED,88.59,,117989318,447.88,899.9,18.099976,0.02011332,893.515,24.484985,0.027402993,,2.0496562,15,20,Asia/Tokyo,JST,32400000,7177.T,,,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,1428.0,900.0,3.77,JPY,IMAMURA SECURITIES CO LTD(THE),-1.6320474,1318.0,6784696320,1330.0,false,false,false,false,1418774400000,2,-22.0,1773900696,1326.0,1349.0,1312.0 - 1349.0,1312.0,3200,1348.0,0,0,jp_market,finmb_51504867,Tokyo,"The Imamura Securities Co., Ltd.",1338.0,5668,4260,426.0,0.47333333,900.0 - 1428.0,-102.0,-0.071428575,11.80439,1745562600,1745562600,,,false,0.0,10.090556,50.0,0.0,CLOSED,131.41,,5116664,2501.63,1331.5,-5.5,-0.0041306796,1172.375,153.625,0.13103743,,0.53005445,15,20,Asia/Tokyo,JST,32400000,7175.T,,,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,12300.0,4245.0,1.53,JPY,TOKYO KIRABOSHI FINANCIAL GP IN,-2.3767605,11090.0,335928393728,11140.0,false,false,false,false,1412121600000,2,-270.0,1773901800,11090.0,11230.0,11010.0 - 11230.0,11010.0,126600,11360.0,0,0,jp_market,finmb_271469013,Tokyo,"Tokyo Kiraboshi Financial Group, Inc.",11080.0,127137,138860,6845.0,1.6124853,4245.0 - 12300.0,-1210.0,-0.09837399,82.70181,1777012200,1777012200,,,true,170.0,12.315244,170.0,0.014964789,CLOSED,900.51,,30291107,13398.893,10579.8,510.2002,0.048223995,8036.85,3053.15,0.37989384,,0.82768035,15,20,Asia/Tokyo,JST,32400000,7173.T,1769754600,,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,2496.0,1307.0,5.66,JPY,JAPAN INVESTMENT ADVISER CO LTD,-2.603369,1907.0,115526983680,1913.0,false,false,false,false,1410480000000,2,-51.0,1773901800,1908.0,1938.0,1906.0 - 1938.0,1906.0,306000,1959.0,0,0,jp_market,finmb_270031705,Tokyo,"Japan Investment Adviser Co., Ltd.",1930.0,591422,420650,601.0,0.45983168,1307.0 - 2496.0,-588.0,-0.23557693,-2.354145,1753768800,1754287200,,,true,87.0,10.952928,108.0,0.044410415,CLOSED,174.2,163.7,60546362,1213.822,2097.42,-189.41992,-0.09031092,1973.74,-65.73999,-0.03330732,11.655468,1.5718944,15,20,Asia/Tokyo,JST,32400000,7172.T,,,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,1349.0,517.7,2.34,JPY,MEBUKI FINANCIAL GROUP INC,-2.3227384,1197.5,1124855840768,1199.0,false,false,false,false,1387411200000,2,-28.5,1773901800,1198.5,1214.0,1189.0 - 1214.0,1189.0,2238000,1227.0,0,0,jp_market,finmb_875425,Tokyo,"Mebuki Financial Group,Inc.",1201.0,2323522,2458410,680.8,1.3150473,517.7 - 1349.0,-150.5,-0.11156412,60.52773,1778481000,1778481000,,,true,21.0,16.528753,28.0,0.017114915,CLOSED,72.51,39.21,938553005,1126.138,1209.11,-10.609985,-0.008775038,974.1,224.40002,0.23036653,30.566183,1.0642568,15,20,Asia/Tokyo,JST,32400000,7167.T,1770359400,2.3 - Buy,"Mebuki Financial Group, Inc.",2026-03-20
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,3582.0,2659.0,4.74,JPY,ZENKOKU HOSHO CO LTD,-1.125,3164.0,420364156928,3169.0,false,false,false,false,1355875200000,2,-36.0,1773901800,3164.0,3198.0,3160.0 - 3198.0,3160.0,536400,3200.0,0,0,jp_market,finmb_5775815,Tokyo,"ZENKOKU HOSHO Co.,Ltd.",3175.0,318284,411700,505.0,0.18992102,2659.0 - 3582.0,-418.0,-0.116694584,4.4914126,1778135400,1778135400,1746701940,1746701940,true,151.0,13.531776,150.0,0.0471875,CLOSED,233.82,471.01,132858456,1738.813,3147.9,16.100098,0.005114552,3204.155,-40.15503,-0.012532175,6.717479,1.8196322,15,20,Asia/Tokyo,JST,32400000,7164.T,1770273000,2.2 - Buy,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,323.0,198.0,3.2,JPY,ASTMAX CO LTD,-5.194805,219.0,2878967552,221.0,false,false,false,false,1150848000000,2,-12.0,1773901800,219.0,231.0,218.0 - 231.0,218.0,110600,231.0,0,0,jp_market,finmb_254281673,Tokyo,"ASTMAX Co., Ltd.",230.0,41072,64490,21.0,0.10606061,198.0 - 323.0,-104.0,-0.32198143,-13.095236,1747297800,1747297800,,,false,7.0,,7.0,0.030303031,CLOSED,-52.52,,13145971,377.987,217.02,1.9799957,0.009123563,237.085,-18.085007,-0.07628068,,0.579385,15,20,Asia/Tokyo,JST,32400000,7162.T,,,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,624.0,263.0,1.02,JPY,JIMOTO HOLDINGS INC,-3.7401576,486.0,13082527744,489.0,false,false,false,false,1349049600000,2,-19.0,1773901800,489.0,497.0,484.0 - 497.0,484.0,112900,508.0,0,0,jp_market,finmb_208462528,Tokyo,"Jimoto Holdings, Inc.",497.0,140860,104650,226.0,0.8593156,263.0 - 624.0,-135.0,-0.21634616,45.53572,1754287200,1754632800,,,true,5.0,71.38686,5.0,0.00984252,CLOSED,6.85,,26753637,3231.347,506.14,-17.140015,-0.033864178,416.725,72.274994,0.1734357,,0.15133008,15,20,Asia/Tokyo,JST,32400000,7161.T,,,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,2631.0,1440.0,,JPY,LIFENET INSURANCE COMPANY,-5.6848702,2066.0,169277046784,2110.0,false,false,false,false,1331769600000,2,-127.0,1773901800,2107.0,2221.0,2062.0 - 2221.0,2062.0,2289300,2234.0,0,0,jp_market,finmb_61938022,Tokyo,Lifenet Insurance Company,2170.0,251325,427540,667.0,0.46319443,1440.0 - 2631.0,-524.0,-0.19916381,20.4,1778740200,1778740200,1747220340,1747220340,true,0.0,23.14876,,0.0,CLOSED,91.02,-3.54,80340321,1212.156,2091.48,15.52002,0.007420592,2096.4,10.600098,0.0050563337,-595.19775,1.7382251,15,20,Asia/Tokyo,JST,32400000,7157.T,1770877800,3.0 - Hold,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,720.0,412.0,1.89,JPY,THE SHIMANE BANK LTD,-4.166667,529.0,4349162496,530.0,false,false,false,false,1300147200000,2,-23.0,1773901800,529.0,552.0,529.0 - 552.0,529.0,35500,552.0,,,jp_market,finmb_4493189,Tokyo,"The Shimane Bank,Ltd.",552.0,47275,34600,117.0,0.28398058,412.0 - 720.0,-191.0,-0.26527777,5.799997,1754461800,1754893800,,,true,10.0,28.093468,10.0,0.018115941,CLOSED,18.83,,8221479,1614.065,590.62,-61.619995,-0.10433103,511.67,17.329987,0.03386946,,0.32774395,15,20,Asia/Tokyo,JST,32400000,7150.T,,,"The Shimane Bank, Ltd.",2026-03-20
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,2509.0,1672.0,6.4,JPY,FINANCIAL PARTNERS GROUP CO LTD,-1.5082957,1958.0,164033576960,1960.0,false,false,false,false,1283817600000,2,-30.0,1773901800,1959.0,1973.0,1956.0 - 1973.0,1956.0,1373000,1989.0,0,0,jp_market,finmb_111220528,Tokyo,"Financial Partners Group Co.,Ltd.",1970.0,951700,668600,287.0,0.17165072,1672.0 - 2509.0,-550.0,-0.21921085,-20.94431,1777271400,1777271400,1746010740,1746010740,true,130.4,9.058122,125.4,0.06556058,CLOSED,216.27,321.0,83733319,667.57,2051.8,-92.80005,-0.045228604,2237.375,-278.375,-0.12442036,6.1028037,2.9345236,15,20,Asia/Tokyo,JST,32400000,7148.T,1769668200,,"Financial Products Group Co., Ltd.",2026-03-20
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,1049.0,708.0,,JPY,PETGO CORPORATION,-4.5086703,826.0,1553224448,850.0,false,false,false,false,1651104000000,2,-39.0,1773901800,826.0,869.0,820.0 - 869.0,820.0,28700,865.0,,,jp_market,finmb_228770104,Tokyo,Petgo Corporation,865.0,7493,7420,118.0,0.16666667,708.0 - 1049.0,-223.0,-0.21258341,-15.020579,1747220340,1747220340,,,false,0.0,,,0.0,CLOSED,-15.69,126.0,1880417,617.412,857.62,-31.619995,-0.03686947,809.225,16.775024,0.020729741,6.5555553,1.3378425,15,20,Asia/Tokyo,JST,32400000,7140.T,,,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,630.0,112.6,,JPY,TORICO CO LTD,-4.850746,253.0,3758275328,256.0,false,false,false,false,1647993600000,2,-13.0,1773901800,255.0,265.0,251.0 - 265.0,251.0,206200,268.0,,,jp_market,finmb_84284112,Tokyo,"TORICO Co., Ltd.",262.0,3149429,231150,142.4,1.2646536,112.6 - 630.0,-375.0,-0.5952381,71.37097,1747220340,1747220340,,,false,0.0,,,0.0,CLOSED,-50.11,,14738335,115.758,321.36,-66.359985,-0.20649736,250.307,4.692993,0.018748948,,2.2028716,15,20,Asia/Tokyo,JST,32400000,7138.T,,,"TORICO Co.,Ltd.",2026-03-20
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,261.0,135.0,1.38,JPY,JAPAN CRAFT HOLDINGS CO LTD,0.0,214.0,8135904768,218.0,false,false,false,false,1641254400000,2,0.0,1773901800,218.0,219.0,208.0 - 219.0,208.0,65300,218.0,,,jp_market,finmb_5566525,Tokyo,"Japan Craft Holdings Co., Ltd.",219.0,31870,30520,83.0,0.6148148,135.0 - 261.0,-43.0,-0.16475096,55.714287,1747220340,1747220340,,,false,0.0,,3.0,0.0,CLOSED,-1.22,,37320666,306.419,223.06,-5.0599976,-0.022684468,223.395,-5.3950043,-0.024150066,,0.71144414,15,20,Asia/Tokyo,JST,32400000,7135.T,,,Fujikyu Corporation,2026-03-20
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,1224.0,753.0,3.55,JPY,UP GARAGE GROUP CO LTD,-3.1102734,1028.0,8132257280,1036.0,false,false,false,false,1640217600000,2,-33.0,1773901800,1028.0,1075.0,1028.0 - 1075.0,1028.0,18600,1061.0,,,jp_market,finmb_1758811987,Tokyo,"UP GARAGE GROUP Co., Ltd.",1061.0,14875,12200,275.0,0.36520585,753.0 - 1224.0,-196.0,-0.16013072,4.259634,1747047540,1747047540,,,false,30.0,11.520788,36.5,0.028275212,CLOSED,89.23,98.1,7910756,615.268,1073.34,-45.339966,-0.042241942,1130.335,-102.33496,-0.090535074,10.479103,1.6708167,15,20,Asia/Tokyo,JST,32400000,7134.T,,,"Croooober Co.,Ltd.",2026-03-20
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,1594.0,1030.0,1.9,JPY,HYUGA PRIMARY CARE CO LTD,-1.0348071,1052.0,7501467136,1057.0,false,false,false,false,1639958400000,2,-11.0,1773901800,1052.0,1055.0,1052.0 - 1055.0,1052.0,1300,1063.0,,,jp_market,finmb_280405174,Tokyo,"HYUGA PRIMARY CARE Co.,Ltd.",1055.0,10982,9430,22.0,0.021359224,1030.0 - 1594.0,-542.0,-0.3400251,-24.20749,1747220340,1747220340,,,false,20.0,13.680103,20.0,0.018814676,CLOSED,76.9,137.4,7130672,347.188,1132.8,-80.80005,-0.07132772,1261.775,-209.77502,-0.16625391,7.656478,3.0300589,15,20,Asia/Tokyo,JST,32400000,7133.T,,,"HYUGA PRIMARY CARE Co., Ltd.",2026-03-20
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,4450.0,1638.0,2.74,JPY,NOMURA CORPORATION,-5.652759,3505.0,4634549248,3535.0,false,false,false,false,1638403200000,2,-210.0,1773901800,3505.0,3650.0,3505.0 - 3650.0,3505.0,11200,3715.0,,,jp_market,finmb_1686507320,Tokyo,Nomura Corporation,3650.0,6551,10810,1867.0,1.1398046,1638.0 - 4450.0,-945.0,-0.21235955,84.086136,1749812340,1749812340,,,false,89.0,9.115735,96.0,0.023956932,CLOSED,384.5,,1322268,1790.106,3561.1,-56.100098,-0.015753586,2924.94,580.06006,0.1983152,,1.9579847,15,20,Asia/Tokyo,JST,32400000,7131.T,,,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,3225.0,2034.0,2.77,JPY,YAMAE GRP HLDGS CO LTD,-5.147541,2890.0,80211886080,2900.0,false,false,false,false,1633046400000,2,-157.0,1773901800,2893.0,2999.0,2893.0 - 2999.0,2893.0,68900,3050.0,,,jp_market,finmb_6435242,Tokyo,"Yamae Group Holdings Co.,Ltd.",2999.0,83237,104200,859.0,0.42232054,2034.0 - 3225.0,-332.0,-0.10294574,16.37168,1746768600,1746768600,,,false,70.0,10.493289,80.0,0.022950819,CLOSED,275.7,,27726196,3493.795,2892.36,0.6398926,0.00022123544,2642.42,250.58008,0.094829775,,0.82803947,15,20,Asia/Tokyo,JST,32400000,7130.T,,,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,1271.0,998.0,2.51,JPY,MIAHELSA HLDNGS CORP,0.2512563,1194.0,3347026176,1198.0,false,false,false,false,1633046400000,2,3.0,1773901800,1197.0,1197.0,1192.0 - 1197.0,1192.0,2200,1194.0,,,jp_market,finmb_654235481,Tokyo,Miahelsa Holdings Corporation,1195.0,1931,1980,199.0,0.1993988,998.0 - 1271.0,-74.0,-0.058221873,8.719349,1747209600,1747209600,,,false,17.0,9.989985,30.0,0.014237856,CLOSED,119.82,,2796179,1313.219,1169.86,27.140015,0.02319937,1133.585,63.41504,0.055942025,,0.9115007,15,20,Asia/Tokyo,JST,32400000,7129.T,,,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,2485.0,2015.0,4.62,JPY,UNISOL HLDGS CORP,-2.1038496,2187.0,52589903872,2196.0,false,false,false,false,1633046400000,2,-47.0,1773901800,2187.0,2211.0,2187.0 - 2211.0,2187.0,67300,2234.0,,,jp_market,finmb_717413458,Tokyo,UNISOL Holdings Corporation,2195.0,71210,51800,172.0,0.085359804,2015.0 - 2485.0,-298.0,-0.119919516,-10.332102,1747033200,1747033200,,,false,101.0,27.395716,101.0,0.045210384,CLOSED,79.83,175.7,24046595,3022.951,2302.36,-115.36011,-0.050105155,2291.885,-104.88501,-0.045763645,12.447353,0.72346526,15,20,Asia/Tokyo,JST,32400000,7128.T,,,MARUKA FURUSATO Corporation,2026-03-20
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,735.0,600.0,,JPY,IKKA HLDNGS CO LTD,0.14064698,711.0,5163851264,712.0,false,false,false,false,1633046400000,2,1.0,1773901800,712.0,712.0,710.0 - 712.0,710.0,6900,711.0,,,jp_market,finmb_229076843,Tokyo,"Ikka Holdings Co.,Ltd.",711.0,8250,7770,112.0,0.18666667,600.0 - 735.0,-23.0,-0.031292517,4.2459726,1747204200,1747204200,,,false,0.0,,,0.0,CLOSED,-9.33,37.9,7252600,147.566,700.32,11.679993,0.01667808,684.03,27.96997,0.040889975,18.78628,4.8249598,15,20,Asia/Tokyo,JST,32400000,7127.T,,,"Ikka Dining Project.,Ltd.",2026-03-20
