language,region,quoteType,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,currency,exchange,fiftyTwoWeekHigh,fiftyTwoWeekLow,dividendYield,financialCurrency,shortName,regularMarketChangePercent,bid,marketCap,ask,esgPopulated,tradeable,cryptoTradeable,hasPrePostMarketData,firstTradeDateMilliseconds,priceHint,regularMarketChange,regularMarketTime,regularMarketPrice,regularMarketDayHigh,regularMarketDayRange,regularMarketDayLow,regularMarketVolume,regularMarketPreviousClose,bidSize,askSize,market,messageBoardId,fullExchangeName,longName,regularMarketOpen,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,earningsTimestampStart,earningsTimestampEnd,earningsCallTimestampStart,earningsCallTimestampEnd,isEarningsDateEstimate,trailingAnnualDividendRate,trailingPE,dividendRate,trailingAnnualDividendYield,marketState,epsTrailingTwelveMonths,epsForward,sharesOutstanding,bookValue,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,forwardPE,priceToBook,sourceInterval,exchangeDataDelayedBy,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,symbol,earningsTimestamp,averageAnalystRating,prevName,nameChangeDate
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,1475.0,1153.0,4.47,JPY,AICHI CORPORATION,-2.7536232,1342.0,86639321088,1344.0,false,false,false,false,978307200000,2,-38.0,1773901800,1342.0,1355.0,1340.0 - 1355.0,1340.0,185100,1380.0,0,0,jp_market,finmb_880370,Tokyo,Aichi Corporation,1351.0,138191,137320,189.0,0.16392021,1153.0 - 1475.0,-133.0,-0.09016949,0.0,1753339200,1753684800,1716375540,1716375540,true,65.0,15.797528,60.0,0.04710145,CLOSED,84.95,86.08,64559851,1110.704,1392.18,-50.180054,-0.036044225,1355.925,-13.925049,-0.010269778,15.590148,1.2082428,15,20,Asia/Tokyo,JST,32400000,6345.T,,,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,230.0,79.0,0.35,JPY,FREESIA MACROSS CORPORATION,-3.9106145,172.0,7740251136,173.0,false,false,false,false,978566400000,2,-7.0,1773901800,172.0,177.0,172.0 - 177.0,172.0,204300,179.0,,,jp_market,finmb_884083,Tokyo,Freesia Macross Corporation,175.0,612700,228120,93.0,1.1772152,79.0 - 230.0,-58.0,-0.2521739,72.0,1747726800,1747726800,,,false,0.6,8.531746,0.6,0.0033519554,CLOSED,20.16,,45001459,324.315,185.66,-13.660004,-0.07357537,143.19,28.809998,0.20120119,,0.5303486,15,20,Asia/Tokyo,JST,32400000,6343.T,,,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,4390.0,2453.0,1.37,JPY,TAIHEI MACHINERY WORKS,-0.6447235,2902.0,3809998592,2927.0,false,false,false,false,954806400000,2,-19.0,1773900005,2928.0,2936.0,2910.0 - 2936.0,2910.0,500,2947.0,0,0,jp_market,finmb_10185750,Tokyo,"Taihei Machinery Works, Limited",2936.0,10077,1290,475.0,0.19364044,2453.0 - 4390.0,-1462.0,-0.3330296,-5.2427173,1746763200,1746763200,,,false,80.0,22.935923,40.0,0.02714625,CLOSED,127.66,,1301229,5557.054,3094.3,-166.30005,-0.053743996,2862.15,65.8501,0.023007214,,0.52689785,15,20,Asia/Tokyo,JST,32400000,6342.T,,,"Taihei Machinery Works, Ltd.",2026-03-20
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,3920.0,2620.0,2.84,JPY,SHIBUYA CORPORATION,-3.1791906,3340.0,92682010624,3460.0,false,false,false,false,978307200000,2,-110.0,1773901800,3350.0,3445.0,3350.0 - 3445.0,3350.0,46500,3460.0,,,jp_market,finmb_884311,Tokyo,Shibuya Corporation,3395.0,29872,29270,730.0,0.27862597,2620.0 - 3920.0,-570.0,-0.14540817,-0.7407427,1754546400,1754978400,,,true,97.5,10.330579,95.0,0.028179191,CLOSED,324.28,415.65,27666271,4032.528,3549.7,-199.69995,-0.05625826,3441.45,-91.44995,-0.026573088,8.059666,0.8307444,15,20,Asia/Tokyo,JST,32400000,6340.T,,,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,1215.0,659.0,4.55,JPY,SINTOKOGIO LTD,-3.4,965.0,50731073536,966.0,false,false,false,false,978307200000,2,-34.0,1773901800,966.0,993.0,964.0 - 993.0,964.0,184200,1000.0,0,0,jp_market,finmb_880649,Tokyo,"Sintokogio,Ltd.",993.0,126384,227290,307.0,0.46585736,659.0 - 1215.0,-249.0,-0.20493828,10.399998,1754377800,1754982600,,,true,44.0,16.25989,44.0,0.044,CLOSED,59.41,,52516641,2363.061,1123.9,-157.90002,-0.14049295,1007.55,-41.549988,-0.041238636,,0.4087918,15,20,Asia/Tokyo,JST,32400000,6339.T,,,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,1886.0,948.0,2.63,JPY,TAKATORI CORP,-5.354919,1520.0,8058656768,1540.0,false,false,false,false,955584000000,2,-86.0,1773901800,1520.0,1576.0,1509.0 - 1576.0,1509.0,32700,1606.0,0,0,jp_market,finmb_5705289,Tokyo,Takatori Corporation,1576.0,60710,37430,572.0,0.60337555,948.0 - 1886.0,-366.0,-0.1940615,0.33003092,1754546400,1754978400,,,true,40.0,14.184397,40.0,0.0249066,CLOSED,107.16,,5301748,1829.306,1562.22,-42.21997,-0.027025625,1525.585,-5.584961,-0.0036608651,,0.83091617,15,20,Asia/Tokyo,JST,32400000,6338.T,,,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,3130.0,1096.0,3.76,JPY,TESEC CORP,-3.6258156,2658.0,13859484672,2699.0,false,false,false,false,954892800000,2,-100.0,1773901800,2658.0,2706.0,2658.0 - 2706.0,2658.0,19100,2758.0,0,0,jp_market,finmb_5685102,Tokyo,TESEC Corporation,2667.0,32113,15990,1562.0,1.4251825,1096.0 - 3130.0,-472.0,-0.15079872,62.86764,1747117800,1747117800,,,false,70.0,28.409578,100.0,0.02538071,CLOSED,93.56,253.1,5214253,2690.661,2633.42,24.580078,0.0093339,2062.715,595.2849,0.2885929,10.501778,0.9878614,15,20,Asia/Tokyo,JST,32400000,6337.T,,,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,1015.0,480.0,3.77,JPY,ISHII HYOKI,-1.8480493,950.0,7645729280,960.0,false,false,false,false,978566400000,2,-18.0,1773901800,956.0,976.0,943.0 - 976.0,943.0,62100,974.0,0,0,jp_market,finmb_884399,Tokyo,"Ishii Hyoki Co., Ltd.",966.0,33024,67300,476.0,0.9916667,480.0 - 1015.0,-59.0,-0.058128078,68.01406,1749725940,1749725940,,,false,28.0,8.695652,36.0,0.028747434,CLOSED,109.94,,7987825,1332.404,832.68,123.32001,0.14810012,713.075,242.92499,0.3406724,,0.7175001,15,20,Asia/Tokyo,JST,32400000,6336.T,,,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,889.0,341.0,,JPY,TOKYO KIKAI SEISAKUSHO,6.187625,531.0,4294893568,543.0,false,false,false,false,978307200000,2,31.0,1773901800,532.0,601.0,532.0 - 601.0,532.0,1165500,501.0,0,0,jp_market,finmb_880903,Tokyo,"Tokyo Kikai Seisakusho, Ltd.",601.0,51639,138370,191.0,0.5601173,341.0 - 889.0,-357.0,-0.4015748,31.358028,1754892000,1755237600,,,true,0.0,625.8823,,0.0,CLOSED,0.85,,8073108,1008.657,518.44,13.559998,0.026155384,464.3,67.70001,0.14581093,,0.527434,15,20,Asia/Tokyo,JST,32400000,6335.T,,,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,440.0,251.0,3.0,JPY,MEIJI MACHINE CO,0.0,398.0,4307482624,401.0,false,false,false,false,1127952000000,2,0.0,1773901800,400.0,404.0,395.0 - 404.0,395.0,6300,400.0,0,0,jp_market,finmb_883954,Tokyo,"Meiji Machine Co., Ltd.",400.0,16358,6760,149.0,0.5936255,251.0 - 440.0,-40.0,-0.09090909,35.13514,1747119600,1747119600,,,false,6.0,14.104372,12.0,0.015,CLOSED,28.36,,10768706,269.206,405.98,-5.980011,-0.0147298165,342.805,57.195007,0.16684414,,1.485851,15,20,Asia/Tokyo,JST,32400000,6334.T,,,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,3500.0,2509.0,3.64,JPY,TEIKOKU ELECTRIC MFG,-1.9480519,2965.0,46289104896,3035.0,false,false,false,false,1109548800000,2,-60.0,1773901800,3020.0,3030.0,2961.0 - 3030.0,2961.0,76300,3080.0,0,0,jp_market,finmb_4775970,Tokyo,"Teikoku Electric Mfg.Co.,Ltd.",3010.0,43013,51990,511.0,0.2036668,2509.0 - 3500.0,-480.0,-0.13714285,-0.16528964,1754467200,1754985600,,,true,124.0,10.787641,110.0,0.04025974,CLOSED,279.95,238.6,15327518,1985.001,3131.52,-111.52002,-0.035612106,3165.205,-145.20508,-0.045875408,12.6571665,1.5214099,15,20,Asia/Tokyo,JST,32400000,6333.T,,,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,3545.0,1515.0,2.68,JPY,TSUKISHIMA HOLDINGS CO LTD,-6.635368,2980.0,117549555712,3020.0,false,false,false,false,978307200000,2,-212.0,1773901800,2983.0,3140.0,2983.0 - 3140.0,2983.0,155900,3195.0,0,0,jp_market,finmb_874509,Tokyo,"Tsukishima Holdings Co., Ltd.",3110.0,174596,135280,1468.0,0.9689769,1515.0 - 3545.0,-562.0,-0.15853314,71.04357,1754550000,1754982000,,,true,92.0,7.283248,80.0,0.028794993,CLOSED,409.57,114.5,39406486,2346.768,3132.2,-149.19995,-0.047634237,2721.245,261.75488,0.09618938,26.052402,1.2711098,15,20,Asia/Tokyo,JST,32400000,6332.T,,,"Tsukishima Kikai Co., Ltd.",2026-03-20
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,3975.0,1029.0,3.98,JPY,MITSUBISHI KAKOKI KAISHA,-5.7720056,3265.0,74325213184,3270.0,false,false,false,false,978307200000,2,-200.0,1773901800,3265.0,3390.0,3255.0 - 3390.0,3255.0,283600,3465.0,0,0,jp_market,finmb_874390,Tokyo,"Mitsubishi Kakoki Kaisha, Ltd.",3370.0,342850,289560,2236.0,2.1729834,1029.0 - 3975.0,-710.0,-0.17861634,137.45453,1753772400,1754290800,,,true,93.333,12.1655855,130.0,0.026935931,CLOSED,268.38,367.6,22764230,1786.352,3443.9,-178.8999,-0.051946893,2871.03,393.96997,0.13722251,8.881937,1.8277472,15,20,Asia/Tokyo,JST,32400000,6331.T,,,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,8760.0,530.0,0.69,JPY,TOYO ENGINEERING CORP,3.142857,3600.0,211540836352,3615.0,false,false,false,false,978307200000,2,110.0,1773901800,3610.0,3620.0,3265.0 - 3620.0,3265.0,5712900,3500.0,0,0,jp_market,finmb_874555,Tokyo,Toyo Engineering Corporation,3330.0,5108034,3821540,3080.0,5.811321,530.0 - 8760.0,-5150.0,-0.58789957,380.69238,1754447400,1754879400,,,true,25.0,,25.0,0.007142857,CLOSED,-46.93,113.2,38328268,671.915,4501.08,-891.0801,-0.19797029,2447.91,1162.0901,0.47472748,31.890461,5.3727036,15,20,Asia/Tokyo,JST,32400000,6330.T,,,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,2985.0,1482.5,2.97,JPY,EBARA JITSUGYO CO,-4.7870336,2521.0,60134252544,2527.0,false,false,false,false,982281600000,2,-127.0,1773901800,2526.0,2603.0,2520.0 - 2603.0,2520.0,65800,2653.0,0,0,jp_market,finmb_5533960,Tokyo,"Ebara Jitsugyo Co.,Ltd.",2603.0,84275,62130,1043.5,0.7038786,1482.5 - 2985.0,-459.0,-0.15376884,28.71338,1754289000,1754634600,,,true,50.0,13.717079,75.0,0.018846588,CLOSED,184.15,292.6,23806118,1172.455,2491.66,34.340088,0.013782012,2173.8975,352.10254,0.16196834,8.632946,2.1544538,15,20,Asia/Tokyo,JST,32400000,6328.T,,,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,2030.0,484.0,0.84,JPY,KITAGAWA SEIKI CO,-6.3841805,1656.0,13534024704,1659.0,false,false,false,false,947030400000,2,-113.0,1773901800,1657.0,1765.0,1625.0 - 1765.0,1625.0,417900,1770.0,0,0,jp_market,finmb_9237085,Tokyo,"Kitagawa Seiki Co.,Ltd.",1730.0,330915,550880,1173.0,2.4235537,484.0 - 2030.0,-373.0,-0.18374385,166.8277,1746772500,1746772500,,,false,12.0,27.248808,14.0,0.006779661,CLOSED,60.81,73.9,8167788,662.236,1301.66,355.33997,0.27298984,897.65,759.35,0.845931,22.422192,2.502129,15,20,Asia/Tokyo,JST,32400000,6327.T,,,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,3268.0,1460.5,2.02,JPY,KUBOTA CORP,-4.9014187,2580.0,2934195093504,2581.5,false,false,false,false,946944000000,2,-133.0,1773901800,2580.5,2648.0,2572.0 - 2648.0,2572.0,4931400,2713.5,0,0,jp_market,finmb_284441,Tokyo,Kubota Corporation,2644.0,4679037,3864480,1120.0,0.76686066,1460.5 - 3268.0,-687.5,-0.21037331,33.497154,1778221800,1778221800,1746788340,1746788340,true,50.0,15.797367,52.0,0.018426387,CLOSED,163.35,196.82,1137064547,2306.804,2668.78,-88.28003,-0.033078797,2086.5024,493.99756,0.23675868,13.110964,1.1186473,15,20,Asia/Tokyo,JST,32400000,6326.T,1770877800,2.2 - Buy,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,478.0,348.0,2.53,JPY,TAKAKITA CO LTD,-0.7518797,395.0,4472308224,399.0,false,false,false,false,1128297600000,2,-3.0,1773901800,396.0,400.0,395.0 - 400.0,395.0,4400,399.0,0,0,jp_market,finmb_883777,Tokyo,"Takakita Co., Ltd.",400.0,8925,11500,48.0,0.13793103,348.0 - 478.0,-82.0,-0.17154811,4.485488,1753770600,1754289000,1749639540,1749639540,false,5.0,11.362985,10.0,0.012531328,CLOSED,34.85,46.0,11293707,738.628,403.46,-7.4599915,-0.01849004,403.635,-7.63501,-0.018915629,8.608696,0.5361292,15,20,Asia/Tokyo,JST,32400000,6325.T,,,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,4935.0,2316.0,0.48,JPY,HARMONIC DRIVE SYSTEMS,-5.1605506,4125.0,391447183360,4140.0,false,false,false,false,946944000000,2,-225.0,1773901800,4135.0,4340.0,4110.0 - 4340.0,4110.0,1279400,4360.0,0,0,jp_market,finmb_5433989,Tokyo,Harmonic Drive Systems Inc.,4320.0,1414163,1311330,1819.0,0.7854059,2316.0 - 4935.0,-800.0,-0.1621074,13.755155,1778653800,1778653800,1747702800,1747702800,true,20.0,84.75097,20.0,0.0045871558,CLOSED,48.79,75.69,94666789,819.408,3920.4,214.6001,0.054739337,3187.04,947.95996,0.29744214,54.63073,5.046326,15,20,Asia/Tokyo,JST,32400000,6324.T,1770705000,2.0 - Buy,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,3777.0,966.2,0.61,JPY,RORZE CORP,-3.8441558,2765.0,481530445824,2777.0,false,false,false,false,946944000000,2,-111.0,1773901800,2776.5,2868.5,2758.5 - 2868.5,2758.5,2473600,2887.5,0,0,jp_market,finmb_7909218,Tokyo,Rorze Corporation,2787.5,2129912,1388900,1810.3,1.8736286,966.2 - 3777.0,-1000.5,-0.2648928,68.119896,1775802600,1775802600,,,false,17.0,26.10965,17.0,0.005887446,CLOSED,106.34,137.46,173430740,718.298,3171.65,-395.1499,-0.124588124,2301.135,475.365,0.2065785,20.198603,3.8653874,15,20,Asia/Tokyo,JST,32400000,6323.T,1775802600,1.0 - Strong Buy,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,1920.0,1500.0,3.17,JPY,TACMINA CORP,-1.4375,1578.0,10888645632,1598.0,false,false,false,false,954979200000,2,-23.0,1773901428,1577.0,1600.0,1576.0 - 1600.0,1576.0,1000,1600.0,0,0,jp_market,finmb_8910939,Tokyo,Tacmina Corporation,1600.0,4224,3970,77.0,0.051333334,1500.0 - 1920.0,-343.0,-0.17864583,-5.7381926,1746687600,1746687600,,,false,25.0,8.968381,50.0,0.015625,CLOSED,175.84,,6904658,1586.312,1591.12,-14.119995,-0.008874249,1586.93,-9.930054,-0.0062573985,,0.9941298,15,20,Asia/Tokyo,JST,32400000,6322.T,,,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,1938.0,986.0,5.02,JPY,KITAGAWA CORPORATION,-2.306805,1694.0,15673126912,1697.0,false,false,false,false,978307200000,2,-40.0,1773901800,1694.0,1715.0,1688.0 - 1715.0,1688.0,47500,1734.0,0,0,jp_market,finmb_881069,Tokyo,Kitagawa Corporation,1715.0,31884,40290,708.0,0.71805274,986.0 - 1938.0,-244.0,-0.125903,32.03429,1754546400,1754978400,,,true,60.0,4.842629,85.0,0.034602076,CLOSED,349.81,423.9,9252141,4677.015,1796.6,-102.599976,-0.05710786,1633.065,60.93506,0.03731331,3.9962256,0.3621968,15,20,Asia/Tokyo,JST,32400000,6317.T,,,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,2489.0,1722.0,3.25,JPY,MARUYAMA MANUFACTURING CO,-1.9516335,2305.0,9131794432,2314.0,false,false,false,false,978307200000,2,-46.0,1773901800,2311.0,2339.0,2311.0 - 2339.0,2311.0,2800,2357.0,0,0,jp_market,finmb_881335,Tokyo,"Maruyama Mfg. Co., Inc.",2331.0,4441,2580,589.0,0.34204414,1722.0 - 2489.0,-178.0,-0.071514666,10.945749,1754460000,1754892000,,,true,75.0,12.531179,75.0,0.03182011,CLOSED,184.42,,3951447,5233.836,2361.3,-50.30005,-0.021301845,2209.635,101.36499,0.04587409,,0.44154996,15,20,Asia/Tokyo,JST,32400000,6316.T,,,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,3205.0,960.0,0.79,JPY,TOWA CORP,-5.091726,2533.0,190192484352,2536.0,false,false,false,false,978566400000,2,-136.0,1773901800,2535.0,2619.0,2523.0 - 2619.0,2523.0,2252000,2671.0,0,0,jp_market,finmb_883225,Tokyo,TOWA Corporation,2575.0,4205477,2346120,1575.0,1.640625,960.0 - 3205.0,-670.0,-0.20904836,50.266743,1778221800,1778221800,,,true,20.0,30.959942,20.0,0.007487832,CLOSED,81.88,193.18,75026624,899.795,2811.64,-276.6399,-0.09839094,2192.47,342.53003,0.1562302,13.122477,2.8173084,15,20,Asia/Tokyo,JST,32400000,6315.T,1770359400,1.7 - Buy,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,2488.0,831.0,2.78,JPY,ISEKI & CO,-4.5347466,1620.0,36680175616,1623.0,false,false,false,false,978307200000,2,-77.0,1773901800,1621.0,1669.0,1620.0 - 1669.0,1620.0,166800,1698.0,0,0,jp_market,finmb_879942,Tokyo,"Iseki & Co., Ltd.",1658.0,239439,196090,790.0,0.95066184,831.0 - 2488.0,-867.0,-0.34847265,36.44781,1754546400,1754892000,1739789940,1739789940,true,40.0,13.297785,45.0,0.023557127,CLOSED,121.9,138.35,22628115,3261.164,1839.06,-218.06006,-0.118571475,1839.145,-218.14502,-0.11861219,11.7166605,0.4970618,15,20,Asia/Tokyo,JST,32400000,6310.T,,,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,2239.0,1208.3334,3.82,JPY,TOMOE ENGINEERING CO,-3.2340863,1885.0,55720722432,1886.0,false,false,false,false,1098662400000,2,-63.0,1773901800,1885.0,1917.0,1882.0 - 1917.0,1882.0,79500,1948.0,0,0,jp_market,finmb_4509069,Tokyo,"Tomoe Engineering Co., Ltd.",1912.0,105027,117750,676.6666,0.55999994,1208.3334 - 2239.0,-354.0,-0.1581063,36.759377,1749711600,1749711600,,,false,60.333,13.947467,72.0,0.030971766,CLOSED,135.15,380.8,29560066,1437.526,1997.58,-112.579956,-0.056358173,1711.94,173.06006,0.10109003,4.950105,1.3112806,15,20,Asia/Tokyo,JST,32400000,6309.T,,,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,800.0,337.0,2.52,JPY,SANSEI CO LTD,-7.8947363,595.0,4624236032,597.0,false,false,false,false,954806400000,2,-51.0,1773901800,595.0,638.0,595.0 - 638.0,595.0,61400,646.0,0,0,jp_market,finmb_5629676,Tokyo,"Sansei Co.,Ltd.",631.0,51127,34410,258.0,0.7655786,337.0 - 800.0,-205.0,-0.25625,49.874054,1747290600,1747290600,,,false,15.0,7.283633,15.0,0.023219815,CLOSED,81.69,,7771825,636.787,652.9,-57.900024,-0.0886813,501.04,93.95999,0.18752992,,0.9343784,15,20,Asia/Tokyo,JST,32400000,6307.T,,,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,886.0,600.0,4.24,JPY,NIKKO CO LTD,-1.4760147,801.0,30866753536,804.0,false,false,false,false,978307200000,2,-12.0,1773901800,801.0,818.0,801.0 - 818.0,801.0,103800,813.0,0,0,jp_market,finmb_880821,Tokyo,"Nikko Co., Ltd.",805.0,85558,83300,201.0,0.335,600.0 - 886.0,-85.0,-0.0959368,11.871505,1754546400,1754978400,,,true,34.0,16.920153,34.0,0.041820418,CLOSED,47.34,,38535274,924.088,828.96,-27.960022,-0.033729035,777.6,23.400024,0.030092625,,0.86680055,15,20,Asia/Tokyo,JST,32400000,6306.T,,,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,7225.0,3232.0,3.22,JPY,HITACHI CONSTRUCTION MACHINERY,-5.4811206,5432.0,1155586064384,5435.0,false,false,false,false,978307200000,2,-315.0,1773901800,5432.0,5532.0,5420.0 - 5532.0,5420.0,1061900,5747.0,0,0,jp_market,finmb_876130,Tokyo,"Hitachi Construction Machinery Co., Ltd.",5498.0,1046550,978530,2200.0,0.6806931,3232.0 - 7225.0,-1793.0,-0.24816608,27.992462,1777012200,1777012200,1745578740,1745578740,true,185.0,13.26269,175.0,0.032190707,CLOSED,409.57,429.68,212736765,4095.305,5819.02,-387.02002,-0.066509485,4895.34,536.66016,0.10962674,12.641966,1.326397,15,20,Asia/Tokyo,JST,32400000,6305.T,1769668200,2.8 - Hold,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,6362.0,2574.5,2.87,JPY,SUMITOMO HEAVY INDUSTRIES,-4.8651705,5043.0,606315151360,5063.0,false,false,false,false,946944000000,2,-258.0,1773901800,5045.0,5151.0,5045.0 - 5151.0,5045.0,868300,5303.0,0,0,jp_market,finmb_874595,Tokyo,"Sumitomo Heavy Industries, Ltd.",5117.0,820924,802690,2470.5,0.9596038,2574.5 - 6362.0,-1317.0,-0.20701037,54.517616,1777357800,1777357800,1745837940,1745837940,true,125.0,0.9463427,145.0,0.023571564,CLOSED,5331.05,334.2,120181399,5671.968,5198.92,-153.91992,-0.029606134,3981.4675,1063.5325,0.26712072,15.095751,0.88946205,15,20,Asia/Tokyo,JST,32400000,6302.T,1770705000,3.0 - Hold,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,7840.0,3566.0,2.99,JPY,KOMATSU,-3.9079065,6343.0,5716542226432,6370.0,false,false,false,false,946944000000,2,-258.0,1773901800,6344.0,6515.0,6342.0 - 6515.0,6342.0,5265800,6602.0,0,0,jp_market,finmb_873811,Tokyo,Komatsu Ltd.,6357.0,4203017,3964260,2778.0,0.7790241,3566.0 - 7840.0,-1496.0,-0.19081633,37.494576,1777357800,1777357800,1745837940,1745837940,true,202.0,14.124143,190.0,0.030596789,CLOSED,449.16,424.68,901094348,3785.902,6613.78,-269.7798,-0.04079056,5407.215,936.78516,0.17324726,14.938307,1.6756904,15,20,Asia/Tokyo,JST,32400000,6301.T,1769754600,3.0 - Hold,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,1230.0,615.0,3.86,JPY,Y.A.C HOLDINGS CO LTD,-3.7140205,1036.0,18710679552,1038.0,false,false,false,false,1162252800000,2,-40.0,1773901800,1037.0,1063.0,1036.0 - 1063.0,1036.0,205200,1077.0,0,0,jp_market,finmb_9833416,Tokyo,"Y.A.C. Holdings Co., Ltd.",1057.0,175986,142000,422.0,0.68617886,615.0 - 1230.0,-193.0,-0.15691057,12.71739,1754978400,1755496800,,,true,22.5,21.232595,40.0,0.020891365,CLOSED,48.84,178.5,18043086,913.284,1105.48,-68.47998,-0.061945926,937.61,99.390015,0.10600358,5.8095236,1.1354628,15,20,Asia/Tokyo,JST,32400000,6298.T,,,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,2551.0,1645.0,3.31,JPY,OKADA AIYON CORP,-1.7323517,2267.0,18273331200,2271.0,false,false,false,false,954979200000,2,-40.0,1773901800,2269.0,2309.0,2269.0 - 2309.0,2269.0,25600,2309.0,0,0,jp_market,finmb_9221335,Tokyo,Okada Aiyon Corporation,2301.0,29508,23840,624.0,0.37933132,1645.0 - 2551.0,-282.0,-0.11054488,9.454894,1754533800,1754879400,1747220340,1747220340,false,74.0,11.4810505,75.0,0.032048505,CLOSED,197.63,319.85,8053473,2241.989,2402.04,-133.04004,-0.05538627,2115.58,153.41992,0.07251908,7.0939503,1.0120478,15,20,Asia/Tokyo,JST,32400000,6294.T,,0.0 - Strong Buy,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,935.0,704.0,4.82,JPY,NISSEI PLASTIC INDUSTRIAL CO,-1.5801356,872.0,16774091776,877.0,false,false,false,false,978566400000,2,-14.0,1773901800,872.0,878.0,872.0 - 878.0,872.0,20400,886.0,0,0,jp_market,finmb_5554700,Tokyo,"Nissei Plastic Industrial Co.,Ltd.",878.0,43694,30080,168.0,0.23863636,704.0 - 935.0,-63.0,-0.067379676,-4.070407,1754550000,1754982000,,,true,36.0,,42.0,0.040632054,CLOSED,-42.2,120.1,19236345,2033.079,889.04,-17.039978,-0.019166717,868.83,3.169983,0.0036485652,7.2606163,0.4289061,15,20,Asia/Tokyo,JST,32400000,6293.T,,,,
en-US,US,EQUITY,Equity,Delayed Quote,false,LOW,JPY,JPX,910.0,690.0,4.74,JPY,KAWATA MANUFACTURING CO LTD,-1.1111112,801.0,5595492864,804.0,false,false,false,false,1266796800000,2,-9.0,1773901800,801.0,807.0,801.0 - 807.0,801.0,6800,810.0,0,0,jp_market,finmb_5407751,Tokyo,"Kawata Mfg. Co., Ltd.",805.0,11658,5980,111.0,0.16086957,690.0 - 910.0,-109.0,-0.11978022,-1.111114,1753758000,1754276400,,,true,20.5,9.910913,38.0,0.025308643,CLOSED,80.82,,6985634,1855.377,813.14,-12.140015,-0.014929797,801.6,-0.5999756,-0.0007484726,,0.4317182,15,20,Asia/Tokyo,JST,32400000,6292.T,,,,
