"日付","終値","始値","高値","安値","変化率 %"
"2026-02-18","1.676","1.660","1.683","1.627","-0.18%"
"2026-02-17","1.679","1.704","1.722","1.669","-2.55%"
"2026-02-16","1.723","1.716","1.754","1.715","-0.58%"
"2026-02-13","1.733","1.712","1.772","1.726","0.12%"
"2026-02-12","1.731","1.725","1.788","1.725","-1.59%"
"2026-02-11","1.759","1.710","1.765","1.724","-0.23%"
"2026-02-10","1.763","1.766","1.793","1.739","-1.01%"
"2026-02-09","1.781","1.743","1.817","1.751","1.31%"
"2026-02-06","1.758","1.717","1.780","1.687","1.50%"
"2026-02-05","1.732","1.727","1.771","1.728","-0.63%"
"2026-02-04","1.743","1.734","1.782","1.736","-0.51%"
"2026-02-03","1.752","1.716","1.782","1.724","0.52%"
"2026-02-02","1.743","1.723","1.769","1.714","0.87%"
"2026-01-30","1.728","1.733","1.759","1.715","-0.92%"
"2026-01-29","1.744","1.743","1.777","1.732","-0.68%"
"2026-01-28","1.756","1.763","1.802","1.731","-1.07%"
"2026-01-27","1.775","1.733","1.807","1.745","1.95%"
"2026-01-26","1.741","1.741","1.775","1.713","-0.51%"
"2026-01-23","1.750","1.700","1.774","1.706","2.22%"
"2026-01-22","1.712","1.743","1.763","1.708","-2.67%"
"2026-01-21","1.759","1.769","1.793","1.740","-1.24%"
"2026-01-20","1.781","1.736","1.827","1.748","1.37%"
"2026-01-19","1.757","1.698","1.777","1.706","2.51%"
"2026-01-16","1.714","1.682","1.729","1.690","1.18%"
"2026-01-15","1.694","1.666","1.722","1.666","1.01%"
"2026-01-14","1.677","1.680","1.727","1.672","-1.41%"
"2026-01-13","1.701","1.672","1.727","1.664","1.43%"
"2026-01-12","1.677","1.679","1.709","1.641","0.12%"
"2026-01-09","1.675","1.599","1.714","1.618","2.63%"
"2026-01-08","1.632","1.635","1.659","1.615","-1.51%"
"2026-01-07","1.657","1.664","1.698","1.654","-1.13%"
"2026-01-06","1.676","1.652","1.708","1.659","0.12%"
"2026-01-05","1.674","1.625","1.705","1.633","1.33%"
"2026-01-02","1.652","1.652","1.652","1.652","0.00%"
"2026-01-01","1.652","1.652","1.652","1.652","0.00%"
"2025-12-31","1.652","1.652","1.652","1.652","0.00%"
"2025-12-30","1.652","1.583","1.659","1.603","3.19%"
"2025-12-29","1.601","1.558","1.629","1.586","-0.06%"
"2025-12-26","1.602","1.591","1.611","1.593","0.12%"
"2025-12-25","1.600","1.553","1.607","1.562","2.17%"
"2025-12-24","1.566","1.562","1.617","1.561","-0.76%"
"2025-12-23","1.578","1.595","1.630","1.564","-2.05%"
"2025-12-22","1.611","1.563","1.655","1.572","2.09%"
"2025-12-19","1.578","1.516","1.598","1.516","3.14%"
"2025-12-18","1.530","1.506","1.558","1.519","-0.52%"
"2025-12-17","1.538","1.501","1.563","1.514","0.59%"
"2025-12-16","1.529","1.502","1.545","1.506","-0.65%"
"2025-12-15","1.539","1.502","1.545","1.498","1.65%"
"2025-12-12","1.514","1.484","1.532","1.482","1.00%"
"2025-12-11","1.499","1.493","1.522","1.479","-0.53%"
"2025-12-10","1.507","1.502","1.536","1.500","-0.07%"
"2025-12-09","1.508","1.510","1.541","1.498","-1.24%"
"2025-12-08","1.527","1.501","1.558","1.509","0.79%"
"2025-12-05","1.515","1.470","1.531","1.480","1.41%"
"2025-12-04","1.494","1.447","1.517","1.458","2.61%"
"2025-12-03","1.456","1.434","1.486","1.445","0.34%"
"2025-12-02","1.451","1.435","1.474","1.434","0.00%"
"2025-12-01","1.451","1.384","1.469","1.393","3.79%"
"2025-11-28","1.398","1.368","1.418","1.380","0.87%"
"2025-11-27","1.386","1.368","1.404","1.376","0.22%"
"2025-11-26","1.383","1.362","1.411","1.375","-0.50%"
"2025-11-25","1.390","1.349","1.402","1.354","2.58%"
"2025-11-24","1.355","1.328","1.362","1.352","-0.07%"
"2025-11-21","1.356","1.358","1.384","1.346","-1.38%"
"2025-11-20","1.375","1.331","1.409","1.335","1.93%"
"2025-11-19","1.349","1.296","1.362","1.312","1.81%"
"2025-11-18","1.325","1.305","1.343","1.308","0.53%"
"2025-11-17","1.318","1.293","1.343","1.306","0.30%"
"2025-11-14","1.314","1.298","1.335","1.289","0.31%"
"2025-11-13","1.310","1.290","1.328","1.295","0.54%"
"2025-11-12","1.303","1.292","1.330","1.298","0.00%"
"2025-11-11","1.303","1.311","1.335","1.300","-1.06%"
"2025-11-10","1.317","1.288","1.347","1.304","1.15%"
"2025-11-07","1.302","1.284","1.327","1.291","1.17%"
"2025-11-06","1.287","1.283","1.327","1.285","-1.45%"
"2025-11-05","1.306","1.285","1.317","1.275","0.85%"
"2025-11-04","1.295","1.276","1.320","1.288","0.78%"
"2025-11-03","1.285","1.272","1.307","1.285","-0.23%"
"2025-10-31","1.288","1.260","1.309","1.270","0.55%"
"2025-10-30","1.281","1.278","1.311","1.267","-1.84%"
"2025-10-29","1.305","1.251","1.312","1.263","2.84%"
"2025-10-28","1.269","1.275","1.299","1.259","-1.09%"
"2025-10-27","1.283","1.262","1.313","1.276","-0.16%"
