date,tenor,term,value
2012-08-01,4Y,4,0.9872041545633472
2012-08-01,5Y,5,0.9817892780782034
2012-08-01,7Y,7,0.9647193643191198
2012-08-01,10Y,10,0.9219169274513622
2012-08-01,15Y,15,0.8248595096507043
2012-08-01,20Y,20,0.7312775232738639
2012-08-01,25Y,25,0.6542295545658615
2012-08-01,30Y,30,0.5905288363207054
2012-09-01,1Y,1,0.9972557884741721
2012-09-01,2Y,2,0.9947427443010354
2012-09-01,3Y,3,0.9920370642450903
2012-09-01,4Y,4,0.9885201344969711
2012-09-01,5Y,5,0.98359898972499
2012-09-01,7Y,7,0.9673874112183906
2012-09-01,10Y,10,0.9258016194891042
2012-09-01,15Y,15,0.8290282095746636
2012-09-01,20Y,20,0.7365902364901821
2012-09-01,25Y,25,0.6605141421794032
2012-09-01,30Y,30,0.5972730437588711
2012-10-01,1Y,1,0.9974250870870738
2012-10-01,2Y,2,0.9950506945462124
2012-10-01,3Y,3,0.9924829350925328
2012-10-01,4Y,4,0.98906302477358
2012-10-01,5Y,5,0.9841036916869997
2012-10-01,7Y,7,0.9673915835306631
2012-10-01,10Y,10,0.9245882241530886
2012-10-01,15Y,15,0.8235552831760116
2012-10-01,20Y,20,0.7258101074367213
2012-10-01,25Y,25,0.6446658543906805
2012-10-01,30Y,30,0.5767334298755382
2012-11-01,1Y,1,0.9975496298643846
2012-11-01,2Y,2,0.9953290382774355
2012-11-01,3Y,3,0.9929839750977851
2012-11-01,4Y,4,0.9899988379897152
2012-11-01,5Y,5,0.9857182351044504
2012-11-01,7Y,7,0.9705646753473595
2012-11-01,10Y,10,0.9285007912828268
2012-11-01,15Y,15,0.8295353443632537
2012-11-01,20Y,20,0.7270093032415877
2012-11-01,25Y,25,0.6397831155233022
2012-11-01,30Y,30,0.5754632730456393
2012-12-01,1Y,1,0.997808679341088
2012-12-01,2Y,2,0.9958909882166941
2012-12-01,3Y,3,0.9938074493737041
2012-12-01,4Y,4,0.9904954623346056
2012-12-01,5Y,5,0.9851203913012075
2012-12-01,7Y,7,0.9663928816813611
2012-12-01,10Y,10,0.9196151982641876
2012-12-01,15Y,15,0.8094274132829762
2012-12-01,20Y,20,0.7026583277843909
2012-12-01,25Y,25,0.6139696126666295
2012-12-01,30Y,30,0.5411447284075845
2013-01-01,1Y,1,0.9978435740109309
