"日付","終値","始値","高値","安値","変化率 %"
"2026-02-01","1.8254","1.8907","1.9793","1.7825","-3.42%"
"2026-01-01","1.8900","1.7704","2.0231","1.7728","4.97%"
"2025-12-01","1.8005","1.5289","1.8119","1.5338","16.76%"
"2025-11-01","1.5420","1.3982","1.5618","1.3999","8.90%"
"2025-10-01","1.4160","1.4039","1.4618","1.3436","-0.35%"
"2025-09-01","1.4210","1.3102","1.4448","1.2670","5.94%"
"2025-08-01","1.3413","1.2475","1.3750","1.1863","5.09%"
"2025-07-01","1.2763","1.1150","1.3213","1.1325","11.34%"
"2025-06-01","1.1463","1.1463","1.2063","1.1063","-2.55%"
"2025-05-01","1.1763","0.9550","1.2313","0.9513","23.01%"
"2025-04-01","0.9563","1.2325","1.2413","0.0288","-22.33%"
"2025-03-01","1.2313","1.1775","1.3275","1.1775","4.57%"
"2025-02-01","1.1775","1.0950","1.2675","1.0788","7.53%"
"2025-01-01","1.0950","0.9788","1.0963","0.9788","11.87%"
"2024-12-01","0.9788","0.9600","1.0013","0.9338","2.09%"
"2024-11-01","0.9588","0.8663","0.9975","0.8350","10.36%"
"2024-10-01","0.8688","0.7913","0.8988","0.7513","9.63%"
"2024-09-01","0.7925","0.8163","0.8375","0.7300","-2.76%"
"2024-08-01","0.8150","0.8987","0.9275","0.6625","-12.25%"
"2024-07-01","0.9288","0.9337","0.9875","0.7925","-1.85%"
"2024-06-01","0.9463","0.9550","0.9950","0.8137","-4.89%"
"2024-05-01","0.9950","0.8350","1.0000","0.7925","12.90%"
"2024-04-01","0.8813","0.7212","0.9175","0.7162","22.83%"
"2024-03-01","0.7175","0.7487","0.8000","0.7000","-8.45%"
"2024-02-01","0.7837","0.7900","0.8563","0.7262","-3.84%"
"2024-01-01","0.8150","0.7538","0.8463","0.6100","8.12%"
"2023-12-01","0.7538","0.7862","0.9275","0.6462","-8.50%"
"2023-11-01","0.8238","0.9975","1.0625","0.7100","-20.41%"
"2023-10-01","1.0350","0.8763","1.0588","0.7837","18.11%"
"2023-09-01","0.8763","0.6737","0.9006","0.6625","19.22%"
"2023-08-01","0.7350","0.6225","0.7675","0.6050","14.06%"
"2023-07-01","0.6444","0.4781","0.6838","0.4225","29.19%"
"2023-06-01","0.4988","0.5138","0.5450","0.3950","-8.69%"
"2023-05-01","0.5463","0.4781","0.5569","0.4175","7.65%"
"2023-04-01","0.5075","0.5306","0.6225","0.4475","-10.18%"
"2023-03-01","0.5650","0.6837","0.8200","0.3750","-24.92%"
"2023-02-01","0.7525","0.7369","0.8175","0.6850","-3.38%"
"2023-01-01","0.7788","0.8375","0.9325","0.5706","-7.01%"
"2022-12-01","0.8375","0.5081","0.8375","0.4975","53.30%"
"2022-11-01","0.5463","0.4613","0.5763","0.4150","18.43%"
"2022-10-01","0.4613","0.4350","0.6088","0.3875","5.90%"
"2022-09-01","0.4356","0.3344","0.5313","0.3344","34.28%"
"2022-08-01","0.3244","0.2481","0.3638","0.2175","24.77%"
"2022-07-01","0.2600","0.3725","0.4088","0.2269","-36.97%"
"2022-06-01","0.4125","0.2988","0.5700","0.2681","29.92%"
"2022-05-01","0.3175","0.3125","0.3762","0.2419","-4.51%"
"2022-04-01","0.3325","0.2144","0.3888","0.2144","47.78%"
"2022-03-01","0.2250","0.1806","0.3538","0.1325","18.42%"
"2022-02-01","0.1900","0.1624","0.2451","0.0625","28.90%"
"2022-01-01","0.1474","0.0625","0.1511","0.0550","118.37%"
"2021-12-01","0.0675","0.0450","0.0688","0.0213","156.65%"
"2021-11-01","0.0263","0.0769","0.0813","0.0250","-67.65%"
"2021-10-01","0.0813","0.0494","0.1013","0.0313","54.86%"
"2021-09-01","0.0525","-0.0019","0.0688","-0.0150","-1,481.58%"
"2021-08-01","-0.0038","-0.0250","0.0088","-0.0413","-72.46%"
"2021-07-01","-0.0138","0.0213","0.0263","-0.0425","-152.47%"
"2021-06-01","0.0263","0.0525","0.0663","-0.0063","-54.26%"
"2021-05-01","0.0575","0.0613","0.0700","0.0325","-9.87%"
"2021-04-01","0.0638","0.0756","0.0963","0.0263","-19.04%"
"2021-03-01","0.0788","0.0931","0.1050","0.0250","-30.76%"
"2021-02-01","0.1138","-0.0044","0.1250","-0.0088","2,894.74%"
"2021-01-01","0.0038","-0.0038","0.0100","-0.0350","-200.00%"
"2020-12-01","-0.0038","-0.0138","0.0038","-0.0425","-39.68%"
"2020-11-01","-0.0063","-0.0063","0.0163","-0.0450","-184.00%"
"2020-10-01","0.0075","-0.0263","0.0100","-0.0450","-126.04%"
"2020-09-01","-0.0288","0.0075","0.0188","-0.0575","-330.40%"
"2020-08-01","0.0125","-0.0488","0.0300","-0.0613","-155.56%"
"2020-07-01","-0.0225","0.0100","0.0275","-0.0588","-238.04%"
"2020-06-01","0.0163","-0.0450","0.0625","-0.0588","-230.40%"
"2020-05-01","-0.0125","-0.0738","-0.0738","-0.0738","-73.68%"
"2020-04-01","-0.0475","-0.0250","-0.0250","-0.0250","35.71%"
"2020-03-01","-0.0350","-0.1138","-0.1138","-0.1138","-76.87%"
"2020-02-01","-0.1513","-0.0088","-0.0088","-0.0088","365.54%"
"2020-01-01","-0.0325","0.0488","0.0488","0.0488","-166.60%"
"2019-12-01","0.0488","0.0313","0.0313","0.0313","674.60%"
"2019-11-01","0.0063","-0.0725","-0.0725","-0.0725","-110.08%"
"2019-10-01","-0.0625","-0.1188","-0.1188","-0.1188","-32.43%"
"2019-09-01","-0.0925","-0.1588","-0.1588","-0.1588","-29.55%"
"2019-08-01","-0.1313","-0.0988","-0.0988","-0.0988","133.21%"
"2019-07-01","-0.0563","-0.0425","-0.0425","-0.0425","9.75%"
"2019-06-01","-0.0513","0.0019","0.0019","0.0019","-510.40%"
"2019-05-01","0.0125","0.0513","0.0513","0.0513","-75.63%"
"2019-04-01","0.0513","0.0375","0.0375","0.0375","86.55%"
"2019-03-01","0.0275","0.0838","0.0838","0.0838","-65.62%"
"2019-02-01","0.0800","0.0575","0.0575","0.0575","39.13%"
"2019-01-01","0.0575","0.0825","0.0825","0.0825","-36.11%"
"2018-12-01","0.0900","0.1213","0.1213","0.1213","-42.42%"
"2018-11-01","0.1563","0.2188","0.2188","0.2188","-32.04%"
"2018-10-01","0.2300","0.2638","0.2638","0.2638","-10.26%"
"2018-09-01","0.2563","0.2463","0.2463","0.2463","8.46%"
"2018-08-01","0.2363","0.2375","0.2375","0.2375","12.52%"
"2018-07-01","0.2100","0.1675","0.1675","0.1675","20.00%"
"2018-06-01","0.1750","0.1925","0.1925","0.1925","-4.11%"
"2018-05-01","0.1825","0.1825","0.1825","0.1825","1.73%"
"2018-04-01","0.1794","0.1794","0.1794","0.1794","-3.03%"
"2018-03-01","0.1850","0.1850","0.1850","0.1850","-3.90%"
"2018-02-01","0.1925","0.1925","0.1925","0.1925","-9.41%"
"2018-01-01","0.2125","0.2125","0.2125","0.2125","16.44%"
"2017-12-01","0.1825","0.1825","0.1825","0.1825","0.66%"
"2017-11-01","0.1813","0.1813","0.1813","0.1813","-2.00%"
"2017-10-01","0.1850","0.1850","0.1850","0.1850","-3.29%"
"2017-09-01","0.1913","0.1913","0.1913","0.1913","47.15%"
"2017-08-01","0.1300","0.1300","0.1300","0.1300","-30.22%"
"2017-07-01","0.1863","0.1863","0.1863","0.1863","0.70%"
"2017-06-01","0.1850","0.1850","0.1850","0.1850","15.63%"
"2017-05-01","0.1600","0.1600","0.1600","0.1600","21.86%"
"2017-04-01","0.1313","0.1313","0.1313","0.1313","-27.58%"
"2017-03-01","0.1813","0.1813","0.1813","0.1813","16.97%"
"2017-02-01","0.1550","0.1550","0.1550","0.1550","-11.43%"
"2017-01-01","0.1750","0.1750","0.1750","0.1750","23.94%"
"2016-12-01","0.1412","0.1412","0.1412","0.1412","2.69%"
"2016-11-01","0.1375","0.1375","0.1375","0.1375","587.50%"
"2016-10-01","0.0200","0.0200","0.0200","0.0200","-161.54%"
"2016-09-01","-0.0325","-0.0325","-0.0325","-0.0325","-2,600.00%"
"2016-08-01","0.0013","0.0013","0.0013","0.0013","-101.83%"
"2016-07-01","-0.0712","-0.0712","-0.0712","-0.0712","-32.19%"
"2016-06-01","-0.1050","-0.1050","-0.1050","-0.1050","-940.00%"
"2016-05-01","0.0125","0.0125","0.0125","0.0125","-73.68%"
"2016-04-01","0.0475","0.0475","0.0475","0.0475","-2.66%"
"2016-03-01","0.0488","0.0488","0.0488","0.0488","1,184.21%"
"2016-02-01","0.0038","0.0038","0.0038","0.0038","-97.51%"
"2016-01-01","0.1525","0.1525","0.1525","0.1525","-49.39%"
"2015-12-01","0.3013","0.3013","0.3013","0.3013","-2.43%"
"2015-11-01","0.3088","0.3088","0.3088","0.3088","-11.14%"
"2015-10-01","0.3475","0.3475","0.3475","0.3475","-4.48%"
"2015-09-01","0.3638","0.3638","0.3638","0.3638","-10.72%"
"2015-08-01","0.4075","0.4075","0.4075","0.4075","-3.85%"
"2015-07-01","0.4238","0.4238","0.4238","0.4238","-12.62%"
"2015-06-01","0.4850","0.4850","0.4850","0.4850","13.11%"
"2015-05-01","0.4288","0.4288","0.4288","0.4288","-0.86%"
"2015-04-01","0.4325","0.4325","0.4325","0.4325","-2.81%"
"2015-03-01","0.4450","0.4450","0.4450","0.4450","18.29%"
"2015-02-01","0.3762","0.3762","0.3762","0.3762","6.72%"
"2015-01-01","0.3525","0.3525","0.3525","0.3525","-4.08%"
"2014-12-01","0.3675","0.3675","0.3675","0.3675","-12.25%"
"2014-11-01","0.4188","0.4188","0.4188","0.4188","-1.46%"
"2014-10-01","0.4250","0.4250","0.4250","0.4250","-10.05%"
"2014-09-01","0.4725","0.4725","0.4725","0.4725","6.78%"
"2014-08-01","0.4425","0.4425","0.4425","0.4425","-4.84%"
"2014-07-01","0.4650","0.4650","0.4650","0.4650","-9.06%"
"2014-06-01","0.5113","0.5113","0.5113","0.5113","-7.04%"
"2014-05-01","0.5500","0.5500","0.5500","0.5500","-6.38%"
"2014-04-01","0.5875","0.5875","0.5875","0.5875","-4.08%"
"2014-03-01","0.6125","0.6125","0.6125","0.6125","4.92%"
"2014-02-01","0.5838","0.5838","0.5838","0.5838","-2.89%"
"2014-01-01","0.6012","0.6012","0.6012","0.6012","-14.72%"
"2013-12-01","0.7050","0.7050","0.7050","0.7050","20.51%"
