"日付","終値","始値","高値","安値","変化率 %"
"2026-02-01","1.270","1.271","1.378","1.264","-1.60%"
"2026-01-01","1.291","1.192","1.351","1.166","5.65%"
"2025-12-01","1.222","1.002","1.225","1.016","19.80%"
"2025-11-01","1.020","0.955","1.042","0.920","4.51%"
"2025-10-01","0.976","0.994","1.028","0.909","-3.84%"
"2025-09-01","1.015","0.897","1.032","0.858","9.61%"
"2025-08-01","0.926","0.844","0.946","0.811","5.83%"
"2025-07-01","0.875","0.765","0.915","0.775","10.20%"
"2025-06-01","0.794","0.774","0.821","0.758","-1.24%"
"2025-05-01","0.804","0.686","0.814","0.670","16.95%"
"2025-04-01","0.688","0.881","0.884","0.571","-21.99%"
"2025-03-01","0.881","0.848","0.935","0.846","3.99%"
"2025-02-01","0.848","0.794","0.890","0.785","6.94%"
"2025-01-01","0.793","0.675","0.795","0.675","17.41%"
"2024-12-01","0.675","0.690","0.716","0.642","-2.00%"
"2024-11-01","0.689","0.563","0.701","0.550","22.72%"
"2024-10-01","0.561","0.491","0.561","0.451","13.97%"
"2024-09-01","0.493","0.479","0.500","0.423","2.86%"
"2024-08-01","0.479","0.543","0.577","0.354","-15.63%"
"2024-07-01","0.567","0.441","0.569","0.391","24.04%"
"2024-06-01","0.458","0.468","0.504","0.366","-9.19%"
"2024-05-01","0.504","0.365","0.506","0.352","24.40%"
"2024-04-01","0.405","0.301","0.428","0.295","35.00%"
"2024-03-01","0.300","0.301","0.355","0.254","0.00%"
"2024-02-01","0.300","0.237","0.331","0.222","12.65%"
"2024-01-01","0.266","0.236","0.278","0.147","12.70%"
"2023-12-01","0.236","0.222","0.321","0.181","-6.86%"
"2023-11-01","0.254","0.327","0.360","0.179","-12.70%"
"2023-10-01","0.291","0.254","0.344","0.189","14.54%"
"2023-09-01","0.254","0.139","0.266","0.138","64.31%"
"2023-08-01","0.154","0.116","0.188","0.104","32.76%"
"2023-07-01","0.116","0.086","0.136","0.060","13.46%"
"2023-06-01","0.102","0.089","0.114","0.043","-9.93%"
"2023-05-01","0.114","0.086","0.129","0.068","-5.17%"
"2023-04-01","0.120","0.135","0.171","0.084","-29.41%"
"2023-03-01","0.170","0.184","0.237","0.063","-26.88%"
"2023-02-01","0.233","0.187","0.259","0.173","0.52%"
"2023-01-01","0.231","0.290","0.339","0.153","-20.24%"
"2022-12-01","0.290","0.142","0.322","0.138","70.59%"
"2022-11-01","0.170","0.135","0.170","0.092","56.25%"
"2022-10-01","0.109","0.117","0.194","0.037","-7.40%"
"2022-09-01","0.117","0.078","0.164","0.078","54.00%"
"2022-08-01","0.076","0.038","0.106","0.028","22.08%"
"2022-07-01","0.063","0.082","0.120","0.032","-42.56%"
"2022-06-01","0.109","0.051","0.220","-0.007","55.43%"
"2022-05-01","0.070","0.063","0.101","0.031","-12.50%"
"2022-04-01","0.080","0.048","0.091","0.047","42.10%"
"2022-03-01","0.056","0.039","0.091","-0.007","50.13%"
"2022-02-01","0.038","0.011","0.064","-0.007","231.86%"
"2022-01-01","0.011","-0.006","0.014","-0.013","-279.37%"
"2021-12-01","-0.006","-0.022","-0.006","-0.032","-81.36%"
"2021-11-01","-0.034","0.001","0.002","-0.034","238.00%"
"2021-10-01","-0.010","-0.013","-0.001","-0.026","-15.97%"
"2021-09-01","-0.012","-0.041","-0.011","-0.050","-76.80%"
"2021-08-01","-0.051","-0.059","-0.039","-0.059","6.65%"
"2021-07-01","-0.048","-0.051","-0.038","-0.061","-8.38%"
"2021-06-01","-0.052","-0.041","-0.041","-0.059","27.12%"
"2021-05-01","-0.041","-0.045","-0.039","-0.052","-8.22%"
"2021-04-01","-0.045","-0.043","-0.041","-0.057","0.00%"
"2021-03-01","-0.045","-0.054","-0.035","-0.075","-5.26%"
"2021-02-01","-0.047","-0.080","-0.035","-0.083","-36.67%"
"2021-01-01","-0.075","-0.066","-0.065","-0.094","13.12%"
"2020-12-01","-0.066","-0.065","-0.063","-0.080","2.00%"
"2020-11-01","-0.065","-0.065","-0.060","-0.081","0.00%"
"2020-10-01","-0.065","-0.072","-0.056","-0.078","-10.34%"
"2020-09-01","-0.072","-0.047","-0.047","-0.081","56.59%"
"2020-08-01","-0.046","-0.063","-0.036","-0.067","-25.92%"
"2020-07-01","-0.063","-0.038","-0.035","-0.069","66.67%"
"2020-06-01","-0.038","-0.052","-0.035","-0.060","-28.57%"
"2020-05-01","-0.052","-0.060","-0.060","-0.060","-22.22%"
"2020-04-01","-0.068","-0.056","-0.056","-0.056","22.73%"
"2020-03-01","-0.055","-0.155","-0.155","-0.155","-67.16%"
"2020-02-01","-0.168","-0.045","-0.045","-0.045","148.15%"
"2020-01-01","-0.068","-0.005","-0.005","-0.005","1,250.00%"
"2019-12-01","-0.005","-0.044","-0.044","-0.044","-91.67%"
"2019-11-01","-0.060","-0.150","-0.150","-0.150","-51.53%"
"2019-10-01","-0.124","-0.144","-0.144","-0.144","-23.82%"
"2019-09-01","-0.162","-0.147","-0.147","-0.147","10.17%"
"2019-08-01","-0.147","-0.112","-0.112","-0.112","32.52%"
"2019-07-01","-0.111","-0.114","-0.114","-0.114","-6.31%"
"2019-06-01","-0.119","-0.064","-0.064","-0.064","116.00%"
"2019-05-01","-0.055","-0.036","-0.036","-0.036","51.52%"
"2019-04-01","-0.036","-0.058","-0.058","-0.058","-39.50%"
"2019-03-01","-0.060","-0.039","-0.039","-0.039","45.28%"
"2019-02-01","-0.041","-0.036","-0.036","-0.036","31.95%"
"2019-01-01","-0.031","-0.013","-0.013","-0.013","150.40%"
"2018-12-01","-0.013","-0.013","-0.013","-0.013","-266.67%"
"2018-11-01","0.007","0.029","0.029","0.029","-73.96%"
"2018-10-01","0.029","0.041","0.041","0.041","-34.25%"
"2018-09-01","0.044","0.038","0.038","0.038","6.05%"
"2018-08-01","0.041","0.039","0.039","0.039","27.08%"
"2018-07-01","0.032","0.025","0.025","0.025","18.18%"
"2018-06-01","0.027","0.041","0.041","0.041","-24.24%"
"2018-05-01","0.036","0.036","0.036","0.036","7.40%"
"2018-04-01","0.034","0.034","0.034","0.034","-6.89%"
"2018-03-01","0.036","0.036","0.036","0.036","0.00%"
"2018-02-01","0.036","0.036","0.036","0.036","-3.20%"
"2018-01-01","0.038","0.038","0.038","0.038","15.38%"
"2017-12-01","0.032","0.032","0.032","0.032","44.44%"
"2017-11-01","0.023","0.023","0.023","0.023","12.50%"
"2017-10-01","0.020","0.020","0.020","0.020","14.29%"
"2017-09-01","0.018","0.018","0.018","0.018","1,246.15%"
"2017-08-01","0.001","0.001","0.001","0.001","-94.80%"
"2017-07-01","0.025","0.025","0.025","0.025","-16.67%"
"2017-06-01","0.030","0.030","0.030","0.030","4.17%"
"2017-05-01","0.029","0.029","0.029","0.029","154.87%"
"2017-04-01","0.011","0.011","0.011","0.011","-69.87%"
"2017-03-01","0.038","0.038","0.038","0.038","114.29%"
"2017-02-01","0.018","0.018","0.018","0.018","-51.79%"
"2017-01-01","0.036","0.036","0.036","0.036","384.00%"
"2016-12-01","0.007","0.007","0.007","0.007","-60.11%"
"2016-11-01","0.019","0.019","0.019","0.019","-148.45%"
"2016-10-01","-0.039","-0.039","-0.039","-0.039","-65.14%"
"2016-09-01","-0.111","-0.111","-0.111","-0.111","15.58%"
"2016-08-01","-0.096","-0.096","-0.096","-0.096","-6.05%"
"2016-07-01","-0.102","-0.102","-0.102","-0.102","-29.31%"
