"日付","終値","始値","高値","安値","変化率 %"
"2026-02-01","1.522","1.544","1.648","1.491","-1.89%"
"2026-01-01","1.551","1.461","1.629","1.443","4.02%"
"2025-12-01","1.491","1.231","1.501","1.244","19.57%"
"2025-11-01","1.247","1.144","1.270","1.154","6.67%"
"2025-10-01","1.169","1.171","1.209","1.084","-1.76%"
"2025-09-01","1.190","1.059","1.210","1.018","9.17%"
"2025-08-01","1.090","0.999","1.118","0.949","6.03%"
"2025-07-01","1.028","0.893","1.074","0.915","11.26%"
"2025-06-01","0.924","0.910","0.961","0.883","-1.70%"
"2025-05-01","0.940","0.764","0.959","0.758","22.88%"
"2025-04-01","0.765","1.031","1.035","0.644","-25.73%"
"2025-03-01","1.030","0.984","1.114","0.984","4.83%"
"2025-02-01","0.983","0.911","1.053","0.900","7.81%"
"2025-01-01","0.911","0.791","0.915","0.791","15.16%"
"2024-12-01","0.791","0.788","0.819","0.749","0.48%"
"2024-11-01","0.788","0.664","0.806","0.644","18.42%"
"2024-10-01","0.665","0.595","0.673","0.551","11.54%"
"2024-09-01","0.596","0.594","0.615","0.524","0.40%"
"2024-08-01","0.594","0.716","0.724","0.481","-16.81%"
"2024-07-01","0.714","0.646","0.715","0.598","10.44%"
"2024-06-01","0.646","0.696","0.696","0.563","-7.18%"
"2024-05-01","0.696","0.575","0.700","0.545","21.35%"
"2024-04-01","0.574","0.479","0.604","0.479","19.84%"
"2024-03-01","0.479","0.476","0.514","0.446","0.27%"
"2024-02-01","0.477","0.458","0.520","0.434","4.08%"
"2024-01-01","0.459","0.416","0.486","0.336","10.21%"
"2023-12-01","0.416","0.471","0.586","0.390","-11.43%"
"2023-11-01","0.470","0.577","0.646","0.426","-22.95%"
"2023-10-01","0.610","0.509","0.632","0.435","19.89%"
"2023-09-01","0.509","0.351","0.517","0.347","33.89%"
"2023-08-01","0.380","0.289","0.407","0.284","31.90%"
"2023-07-01","0.288","0.199","0.320","0.180","29.48%"
"2023-06-01","0.222","0.218","0.249","0.157","-10.57%"
"2023-05-01","0.249","0.200","0.266","0.183","7.57%"
"2023-04-01","0.231","0.251","0.300","0.148","-20.24%"
"2023-03-01","0.290","0.351","0.431","0.143","-18.61%"
"2023-02-01","0.356","0.372","0.459","0.351","-14.41%"
"2023-01-01","0.416","0.534","0.556","0.304","-22.00%"
"2022-12-01","0.534","0.262","0.539","0.254","80.92%"
"2022-11-01","0.295","0.216","0.300","0.185","35.63%"
"2022-10-01","0.218","0.224","0.333","0.188","-3.07%"
"2022-09-01","0.224","0.156","0.289","0.156","48.31%"
"2022-08-01","0.151","0.094","0.186","0.073","30.09%"
"2022-07-01","0.116","0.164","0.200","0.083","-41.11%"
"2022-06-01","0.198","0.128","0.355","0.086","35.00%"
"2022-05-01","0.146","0.141","0.195","0.094","-6.40%"
"2022-04-01","0.156","0.093","0.184","0.093","56.30%"
"2022-03-01","0.100","0.074","0.174","0.039","16.01%"
"2022-02-01","0.086","0.077","0.126","0.005","1,624.00%"
"2022-01-01","0.005","0.005","0.070","0.005","-33.33%"
"2021-12-01","0.007","-0.007","0.014","-0.023","-175.00%"
"2021-11-01","-0.010","0.023","0.028","-0.021","-142.02%"
"2021-10-01","0.024","-0.001","0.035","-0.019","-1,930.77%"
"2021-09-01","-0.001","-0.039","0.010","-0.051","-96.85%"
"2021-08-01","-0.041","-0.059","-0.032","-0.071","-13.05%"
"2021-07-01","-0.047","-0.037","-0.021","-0.070","46.15%"
"2021-06-01","-0.032","-0.027","-0.016","-0.061","36.55%"
"2021-05-01","-0.024","-0.026","-0.015","-0.046","0.00%"
"2021-04-01","-0.024","-0.025","-0.005","-0.051","11.74%"
"2021-03-01","-0.021","-0.017","-0.002","-0.065","1,538.46%"
"2021-02-01","-0.001","-0.072","0.010","-0.084","-97.96%"
"2021-01-01","-0.064","-0.055","-0.052","-0.097","16.00%"
"2020-12-01","-0.055","-0.061","-0.047","-0.090","-2.31%"
"2020-11-01","-0.056","-0.060","-0.041","-0.090","12.60%"
"2020-10-01","-0.050","-0.074","-0.047","-0.090","-32.25%"
"2020-09-01","-0.074","-0.045","-0.032","-0.096","78.69%"
"2020-08-01","-0.041","-0.076","-0.026","-0.089","-32.63%"
"2020-07-01","-0.061","-0.043","-0.027","-0.093","75.14%"
"2020-06-01","-0.035","-0.071","-0.007","-0.087","-40.48%"
"2020-05-01","-0.059","-0.095","-0.095","-0.095","-33.78%"
"2020-04-01","-0.089","-0.063","-0.063","-0.063","16.38%"
"2020-03-01","-0.076","-0.157","-0.157","-0.157","-57.33%"
"2020-02-01","-0.179","-0.038","-0.038","-0.038","155.43%"
"2020-01-01","-0.070","-0.015","-0.015","-0.015","366.67%"
"2019-12-01","-0.015","-0.081","-0.081","-0.081","-74.49%"
"2019-11-01","-0.059","-0.136","-0.136","-0.136","-56.05%"
"2019-10-01","-0.134","-0.170","-0.170","-0.170","-26.20%"
"2019-09-01","-0.181","-0.189","-0.189","-0.189","8.24%"
"2019-08-01","-0.168","-0.154","-0.154","-0.154","36.73%"
"2019-07-01","-0.123","-0.131","-0.131","-0.131","-9.26%"
"2019-06-01","-0.135","-0.078","-0.078","-0.078","107.69%"
"2019-05-01","-0.065","-0.039","-0.039","-0.039","67.53%"
"2019-04-01","-0.039","-0.041","-0.041","-0.041","-40.31%"
"2019-03-01","-0.065","-0.029","-0.029","-0.029","92.31%"
"2019-02-01","-0.034","-0.030","-0.030","-0.030","17.36%"
"2019-01-01","-0.029","-0.008","-0.008","-0.008","-1,252.00%"
"2018-12-01","0.002","0.021","0.021","0.021","-93.75%"
"2018-11-01","0.040","0.081","0.081","0.081","-53.60%"
"2018-10-01","0.086","0.102","0.102","0.102","-15.90%"
"2018-09-01","0.102","0.096","0.096","0.096","12.27%"
